Date,HD,LOW
2020-06-25,217.54833984375,120.54096221923828
2020-06-26,213.67401123046875,118.382080078125
2020-06-29,218.2044219970703,122.141845703125
2020-06-30,222.0965118408203,123.60545349121094
2020-07-01,220.00416564941406,124.07203674316406
2020-07-02,220.31448364257812,124.14522552490234
2020-07-06,221.245361328125,124.19093322753906
2020-07-07,219.29490661621094,123.51402282714844
2020-07-08,220.9084930419922,124.18180847167969
2020-07-09,219.83572387695312,124.05371856689453
2020-07-10,221.74185180664062,125.71864318847656
2020-07-13,221.30743408203125,124.91361236572266
2020-07-14,228.55078125,128.12451171875
2020-07-15,228.55963134765625,129.1856231689453
2020-07-16,228.8079071044922,130.5852813720703
2020-07-17,230.84703063964844,132.0854949951172
2020-07-20,230.66087341308594,131.82022094726562
2020-07-21,232.6556396484375,133.15176391601562
2020-07-22,235.09368896484375,136.40245056152344
2020-07-23,233.88796997070312,134.52915954589844
2020-07-24,235.2178192138672,135.01585388183594
2020-07-27,237.0885772705078,136.93508911132812
2020-07-28,235.1912384033203,135.64031982421875
2020-07-29,234.64151000976562,136.55862426757812
2020-07-30,236.1044464111328,137.00856018066406
2020-07-31,235.37738037109375,136.74227905273438
2020-08-03,235.98912048339844,137.99114990234375
2020-08-04,237.4874725341797,137.44015502929688
2020-08-05,237.14173889160156,137.98193359375
2020-08-06,238.8173065185547,138.83595275878906
2020-08-07,240.82989501953125,140.2960205078125
2020-08-10,243.5694122314453,141.15919494628906
2020-08-11,243.73785400390625,141.29696655273438
2020-08-12,249.6424102783203,143.83143615722656
2020-08-13,249.71328735351562,142.97744750976562
2020-08-14,248.72926330566406,141.72853088378906
2020-08-17,255.5470733642578,145.46600341796875
2020-08-18,252.6746063232422,145.00685119628906
2020-08-19,250.7772216796875,145.34661865234375
2020-08-20,248.84457397460938,145.6221160888672
2020-08-21,251.10523986816406,148.50550842285156
2020-08-24,254.22607421875,152.09605407714844
2020-08-25,253.67633056640625,152.36233520507812
2020-08-26,258.8185119628906,156.46705627441406
2020-08-27,255.89283752441406,152.72044372558594
2020-08-28,253.81820678710938,151.98582458496094
2020-08-31,252.7100372314453,151.23281860351562
2020-09-01,253.50796508789062,153.89585876464844
2020-09-02,255.96780395507812,156.5589141845703
2020-09-03,244.76473999023438,148.3218994140625
2020-09-04,240.335205078125,143.61102294921875
2020-09-08,239.97874450683594,141.17758178710938
2020-09-09,246.91265869140625,146.4945068359375
2020-09-10,243.04464721679688,145.3925323486328
2020-09-11,246.27987670898438,148.66160583496094
2020-09-14,250.13011169433594,151.6919708251953
2020-09-15,254.5239715576172,155.2182159423828
2020-09-16,251.00352478027344,153.0877685546875
2020-09-17,249.5150909423828,150.39718627929688
2020-09-18,245.26385498046875,147.01791381835938
2020-09-21,242.73265075683594,146.5587615966797
2020-09-22,243.5883026123047,148.34942626953125
2020-09-23,237.56338500976562,145.64964294433594
2020-09-24,236.80587768554688,145.56698608398438
2020-09-25,239.34591674804688,146.51284790039062
2020-09-28,242.71487426757812,149.30441284179688
2020-09-29,242.51876831054688,149.0013885498047
2020-09-30,247.50979614257812,152.30722045898438
2020-10-01,247.42962646484375,153.5101776123047
2020-10-02,248.93585205078125,152.8857879638672
2020-10-05,251.42237854003906,154.7682647705078
2020-10-06,246.4046630859375,151.50833129882812
2020-10-07,252.03738403320312,154.70394897460938
2020-10-08,253.57928466796875,156.90786743164062
2020-10-09,254.8269805908203,159.07501220703125
2020-10-12,255.70928955078125,158.61587524414062
2020-10-13,258.78411865234375,161.00344848632812
2020-10-14,255.86978149414062,159.4239501953125
2020-10-15,256.27081298828125,161.75640869140625
2020-10-16,256.3778076171875,163.1797332763672
2020-10-19,252.8751678466797,160.8197784423828
2020-10-20,254.93392944335938,163.1786651611328
2020-10-21,253.5703582763672,160.79214477539062
2020-10-22,250.5846405029297,157.79742431640625
2020-10-23,252.22451782226562,158.6175079345703
2020-10-26,246.02145385742188,154.92250061035156
2020-10-27,246.73443603515625,152.16738891601562
2020-10-28,240.38870239257812,148.73959350585938
2020-10-29,240.30848693847656,148.1222381591797
2020-10-30,237.70599365234375,145.680419921875
2020-11-02,241.2977294921875,147.6431121826172
2020-11-03,247.20681762695312,151.7158966064453
2020-11-04,251.97500610351562,155.00543212890625
2020-11-05,254.7646026611328,155.95452880859375
2020-11-06,253.3296661376953,155.28189086914062
2020-11-09,240.61151123046875,141.39569091796875
2020-11-10,245.6025390625,143.47816467285156
2020-11-11,247.54551696777344,145.5883026123047
2020-11-12,246.1996612548828,145.56982421875
2020-11-13,247.028564453125,146.72164916992188
2020-11-16,249.16751098632812,149.1819305419922
2020-11-17,242.83970642089844,147.3021697998047
2020-11-18,240.48672485351562,135.21282958984375
2020-11-19,241.46710205078125,137.84817504882812
2020-11-20,240.46890258789062,138.15220642089844
2020-11-23,241.88601684570312,141.59841918945312
2020-11-24,243.5883026123047,142.787109375
2020-11-25,244.16757202148438,142.71336364746094
2020-11-27,245.97682189941406,142.51983642578125
2020-11-30,247.24246215820312,143.5795440673828
2020-12-01,246.52049255371094,141.349609375
2020-12-02,242.93600463867188,139.88453674316406
2020-12-03,240.28359985351562,140.03196716308594
2020-12-04,236.56472778320312,138.21670532226562
2020-12-07,235.35494995117188,140.05043029785156
2020-12-08,234.53054809570312,139.35931396484375
2020-12-09,237.98948669433594,147.5509796142578
2020-12-10,237.29949951171875,147.63385009765625
2020-12-11,237.06654357910156,145.42245483398438
2020-12-14,237.98948669433594,147.5140838623047
2020-12-15,240.1402130126953,150.4995880126953
2020-12-16,241.58294677734375,150.37977600097656
2020-12-17,245.50790405273438,150.6930694580078
2020-12-18,242.35360717773438,150.37977600097656
2020-12-21,242.8374481201172,151.42105102539062
2020-12-22,241.9861602783203,151.6790313720703
2020-12-23,241.78009033203125,149.67031860351562
2020-12-24,242.7747802734375,149.9835968017578
2020-12-28,241.27825927734375,149.31089782714844
2020-12-29,238.5361785888672,147.9287567138672
2020-12-30,237.70277404785156,147.94720458984375
2020-12-31,238.02537536621094,147.901123046875
2021-01-04,236.501953125,147.78135681152344
2021-01-05,238.41070556640625,148.27891540527344
2021-01-06,239.77279663085938,150.260009765625
2021-01-07,238.59890747070312,150.84974670410156
2021-01-08,241.1348419189453,152.08447265625
2021-01-11,243.0525665283203,153.2546844482422
2021-01-12,247.62274169921875,155.7149658203125
2021-01-13,245.57958984375,156.4889373779297
2021-01-14,240.4628143310547,157.00497436523438
2021-01-15,246.9595947265625,157.88034057617188
2021-01-19,244.8089141845703,157.8988494873047
2021-01-20,245.8035430908203,159.40611267089844
2021-01-21,250.0601348876953,159.35986328125
2021-01-22,254.49588012695312,159.4153594970703
2021-01-25,255.4636993408203,160.98728942871094
2021-01-26,253.2414093017578,160.617431640625
2021-01-27,245.57958984375,155.0785675048828
2021-01-28,249.16403198242188,159.35986328125
2021-01-29,242.6852264404297,154.28329467773438
2021-02-01,242.01312255859375,151.06544494628906
2021-02-02,243.88600158691406,154.10765075683594
2021-02-03,245.6870880126953,157.08514404296875
2021-02-04,249.85406494140625,159.9978790283203
2021-02-05,249.88983154296875,161.8472442626953
2021-02-08,250.9383544921875,165.67543029785156
2021-02-09,248.0170135498047,164.39013671875
2021-02-10,249.737548828125,163.89083862304688
2021-02-11,248.27691650390625,162.49452209472656
2021-02-12,248.68019104003906,163.8168182373047
2021-02-16,246.7804412841797,160.95030212402344
2021-02-17,251.7358856201172,163.7890625
2021-02-18,253.64459228515625,163.8168182373047
2021-02-19,250.5888671875,164.16819763183594
2021-02-22,247.1925811767578,159.42459106445312
2021-02-23,239.47703552246094,155.8922882080078
2021-02-24,232.9623260498047,150.08529663085938
2021-02-25,228.73269653320312,146.58070373535156
2021-02-26,231.5016632080078,147.71812438964844
2021-03-01,234.44093322753906,149.74314880371094
2021-03-02,233.24913024902344,150.76954650878906
2021-03-03,230.62344360351562,146.36805725097656
2021-03-04,224.86148071289062,142.18850708007812
2021-03-05,227.1824188232422,146.63624572753906
2021-03-08,232.1199951171875,150.64932250976562
2021-03-09,237.4339599609375,153.48809814453125
2021-03-10,240.0760040283203,155.7720947265625
2021-03-11,242.42950439453125,157.8896026611328
2021-03-12,246.26190185546875,158.6293182373047
2021-03-15,251.16722106933594,161.0797576904297
2021-03-16,254.35935974121094,162.12466430664062
2021-03-17,252.5108184814453,161.30169677734375
2021-03-18,255.33323669433594,161.6992950439453
2021-03-19,260.6895446777344,165.97134399414062
2021-03-22,260.5451965332031,168.1905517578125
2021-03-23,261.4830627441406,166.8127899169922
2021-03-24,263.9808349609375,167.07168579101562
2021-03-25,267.97552490234375,171.2235565185547
2021-03-26,273.95391845703125,177.17848205566406
2021-03-29,272.50213623046875,174.41368103027344
2021-03-30,274.8646240234375,175.70828247070312
2021-03-31,275.2524108886719,175.85618591308594
2021-04-01,277.5066833496094,176.9103546142578
2021-04-05,284.40496826171875,179.1388397216797
2021-04-06,282.9441223144531,179.5734100341797
2021-04-07,281.7629089355469,179.08334350585938
2021-04-08,283.5303039550781,179.58267211914062
2021-04-09,287.8584899902344,183.5587921142578
2021-04-12,289.2652893066406,185.53759765625
2021-04-13,288.91357421875,184.67764282226562
2021-04-14,288.5709228515625,186.34213256835938
2021-04-15,291.0235595703125,189.16241455078125
2021-04-16,295.8388366699219,192.56521606445312
2021-04-19,294.729736328125,188.64456176757812
2021-04-20,292.1236572265625,188.05101013183594
2021-04-21,293.9181823730469,189.1082763671875
2021-04-22,289.8694152832031,186.68772888183594
2021-04-23,292.06060791015625,186.34458923339844
2021-04-26,288.5438232421875,184.73086547851562
2021-04-27,289.08489990234375,184.6010284423828
2021-04-28,288.2913818359375,181.8280792236328
2021-04-29,293.36810302734375,184.03533935546875
2021-04-30,291.8622131347656,182.00430297851562
2021-05-03,297.81365966796875,184.7401580810547
2021-05-04,300.06793212890625,185.7602996826172
2021-05-05,299.418701171875,185.48204040527344
2021-05-06,304.40533447265625,190.99090576171875
2021-05-07,305.9112243652344,193.27235412597656
2021-05-10,307.5973815917969,195.97108459472656
2021-05-11,298.1653137207031,190.4344482421875
2021-05-12,285.8478088378906,181.34580993652344
2021-05-13,293.4403076171875,185.7974090576172
2021-05-14,291.8262023925781,184.47119140625
2021-05-17,288.5619201660156,180.03819274902344
2021-05-18,285.62225341796875,178.7583770751953
2021-05-19,283.5483093261719,176.87574768066406
2021-05-20,284.8558044433594,179.37046813964844
2021-05-21,284.7386474609375,178.49871826171875
2021-05-24,283.9000244140625,176.820068359375
2021-05-25,285.62225341796875,179.00877380371094
2021-05-26,286.145263671875,179.54666137695312
2021-05-27,287.4437255859375,179.70433044433594
2021-05-28,287.57000732421875,180.6873779296875
2021-06-01,285.2254943847656,177.92372131347656
2021-06-02,283.9292907714844,176.92208862304688
2021-06-03,282.29766845703125,176.48623657226562
2021-06-04,281.9169616699219,176.12452697753906
2021-06-07,280.9652099609375,176.4398193359375
2021-06-08,281.8172302246094,177.50637817382812
2021-06-09,278.59027099609375,176.764404296875
2021-06-10,279.46954345703125,175.0765380859375
2021-06-11,281.6993713378906,176.95916748046875
2021-06-14,280.3850402832031,175.89266967773438
2021-06-15,277.7835388183594,174.24185180664062
2021-06-16,274.4568176269531,172.68380737304688
2021-06-17,274.7650451660156,173.27734375
2021-06-18,274.30267333984375,173.31446838378906
2021-06-21,278.8259582519531,175.16928100585938
2021-06-22,283.4579162597656,177.8031463623047
2021-06-23,282.51519775390625,177.26519775390625
2021-06-24,282.6693115234375,177.8309783935547
2021-06-25,284.2918701171875,178.67489624023438
2021-06-28,284.88104248046875,179.18496704101562
2021-06-29,288.4706115722656,180.10311889648438
2021-06-30,289.059814453125,179.88980102539062
2021-07-01,291.46197509765625,181.60549926757812
2021-07-02,292.51348876953125,181.5034942626953
2021-07-06,289.395263671875,180.61314392089844
2021-07-07,293.220458984375,181.66116333007812
2021-07-08,288.7425842285156,178.80474853515625
2021-07-09,291.9604797363281,181.1510772705078
2021-07-12,291.6432800292969,181.37367248535156
2021-07-13,287.39190673828125,180.1773223876953
2021-07-14,289.35894775390625,178.7490997314453
2021-07-15,292.52252197265625,181.5406036376953
2021-07-16,291.46197509765625,181.9022674560547
2021-07-19,289.041748046875,178.8974609375
2021-07-20,294.91558837890625,180.76930236816406
2021-07-21,295.8310241699219,181.71925354003906
2021-07-22,296.10296630859375,183.2465057373047
2021-07-23,301.70489501953125,187.0367889404297
2021-07-26,300.2001647949219,184.14987182617188
2021-07-27,296.6468505859375,180.2105712890625
2021-07-28,295.0696105957031,179.16757202148438
2021-07-29,296.801025390625,180.31298828125
2021-07-30,297.4898986816406,179.44691467285156
2021-08-02,296.610595703125,177.83583068847656
2021-08-03,300.8890686035156,180.62034606933594
2021-08-04,299.4114990234375,176.84866333007812
2021-08-05,301.9496154785156,177.5750732421875
2021-08-06,298.985595703125,177.09080505371094
2021-08-09,298.00653076171875,175.06996154785156
2021-08-10,300.47210693359375,176.69033813476562
2021-08-11,305.4757080078125,181.15115356445312
2021-08-12,302.7745666503906,178.80435180664062
2021-08-13,300.32708740234375,177.41676330566406
2021-08-16,303.7081604003906,180.18264770507812
2021-08-17,290.745849609375,169.73374938964844
2021-08-18,291.4710388183594,186.00306701660156
2021-08-19,292.6947326660156,188.6665496826172
2021-08-20,298.4416198730469,193.90029907226562
2021-08-23,297.0819091796875,191.8980255126953
2021-08-24,294.5076599121094,189.41151428222656
2021-08-25,293.5830383300781,192.00978088378906
2021-08-26,291.40753173828125,191.5161895751953
2021-08-27,293.12982177734375,191.7490234375
2021-08-30,296.5018310546875,190.90159606933594
2021-08-31,295.6678771972656,189.87718200683594
2021-09-01,294.8570861816406,189.4487762451172
2021-09-02,298.5923767089844,191.9818115234375
2021-09-03,300.9611511230469,191.8235321044922
2021-09-07,299.69482421875,191.05055236816406
2021-09-08,302.0908508300781,190.06344604492188
2021-09-09,302.2640075683594,189.05764770507812
2021-09-10,302.42803955078125,190.28695678710938
2021-09-13,305.6166687011719,191.88876342773438
2021-09-14,303.4939880371094,190.137939453125
2021-09-15,303.7216491699219,191.47897338867188
2021-09-16,306.4731140136719,194.15170288085938
2021-09-17,305.81719970703125,194.66390991210938
2021-09-20,301.7537841796875,191.162353515625
2021-09-21,304.4961242675781,192.0935821533203
2021-09-22,306.0540466308594,194.53355407714844
2021-09-23,306.0358581542969,193.68606567382812
2021-09-24,307.47528076171875,193.58360290527344
2021-09-27,311.0466613769531,196.15396118164062
2021-09-28,304.11346435546875,191.31130981445312
2021-09-29,306.9651184082031,192.86654663085938
2021-09-30,299.066162109375,188.91796875
2021-10-01,300.52386474609375,189.7002716064453
2021-10-04,297.435302734375,190.45457458496094
2021-10-05,300.17767333984375,190.23106384277344
2021-10-06,300.97943115234375,189.97959899902344
2021-10-07,307.46624755859375,193.61155700683594
2021-10-08,304.60540771484375,191.9911651611328
2021-10-11,307.00152587890625,194.4962921142578
2021-10-12,307.7576904296875,195.3809814453125
2021-10-13,308.19500732421875,197.5415496826172
2021-10-14,313.45184326171875,201.5739288330078
2021-10-15,319.24627685546875,204.0977020263672
2021-10-18,323.43719482421875,206.50039672851562
2021-10-19,326.15216064453125,208.34164428710938
2021-10-20,326.3707580566406,210.3043975830078
2021-10-21,332.1925048828125,212.55685424804688
2021-10-22,333.44061279296875,213.8186492919922
2021-10-25,338.2420349121094,216.6693115234375
2021-10-26,336.3651123046875,215.9683380126953
2021-10-27,339.2077331542969,216.6226043701172
2021-10-28,338.5243835449219,216.61322021484375
2021-10-29,338.6792297363281,218.53863525390625
2021-11-01,333.8870849609375,216.60386657714844
2021-11-02,334.6250305175781,217.80023193359375
2021-11-03,336.15557861328125,218.98721313476562
2021-11-04,339.08013916015625,222.2398223876953
2021-11-05,335.63629150390625,220.14620971679688
2021-11-08,335.80938720703125,219.44520568847656
2021-11-09,337.6861572265625,218.62274169921875
2021-11-10,335.8002624511719,217.35162353515625
2021-11-11,334.9347839355469,217.1366424560547
2021-11-12,339.4901428222656,220.87521362304688
2021-11-15,338.07794189453125,219.5666961669922
2021-11-16,357.4381103515625,228.78231811523438
2021-11-17,359.73394775390625,229.67019653320312
2021-11-18,369.75567626953125,231.21238708496094
2021-11-19,372.34307861328125,233.21255493164062
2021-11-22,372.4342041015625,235.8575897216797
2021-11-23,372.05157470703125,235.4463348388672
2021-11-24,375.4589538574219,236.11929321289062
2021-11-26,366.8858947753906,231.5021209716797
2021-11-29,370.6393737792969,232.333984375
2021-11-30,364.981689453125,228.60475158691406
2021-12-01,366.3174133300781,229.3057098388672
2021-12-02,373.0413513183594,234.02566528320312
2021-12-03,373.0780029296875,232.43678283691406
2021-12-06,380.2960510253906,234.76402282714844
2021-12-07,380.7351379394531,240.1195526123047
2021-12-08,376.22503662109375,239.96063232421875
2021-12-09,376.30731201171875,241.27850341796875
2021-12-10,380.02154541015625,244.2974395751953
2021-12-13,370.7268981933594,240.427978515625
2021-12-14,367.94580078125,235.9603729248047
2021-12-15,373.0780029296875,240.70843505859375
2021-12-16,365.503173828125,236.68942260742188
2021-12-17,354.9368591308594,231.87599182128906
2021-12-20,356.23590087890625,229.56744384765625
2021-12-21,357.2148132324219,230.83856201171875
2021-12-22,361.94451904296875,233.38076782226562
2021-12-23,363.2526550292969,233.74530029296875
2021-12-27,369.6748352050781,237.1193389892578
2021-12-28,371.6234436035156,237.41845703125
2021-12-29,375.8499450683594,240.7364501953125
2021-12-30,375.026611328125,239.633544921875
2021-12-31,379.6647644042969,241.58692932128906
2022-01-03,373.83734130859375,238.81105041503906
2022-01-04,377.6796569824219,242.83001708984375
2022-01-05,372.5565490722656,238.1007537841797
2022-01-06,371.20257568359375,240.9420623779297
2022-01-07,360.08734130859375,234.67994689941406
2022-01-10,354.46112060546875,231.5021209716797
2022-01-11,353.7384338378906,233.19387817382812
2022-01-12,356.23590087890625,234.33409118652344
2022-01-13,354.02203369140625,234.31541442871094
2022-01-14,340.3177795410156,227.4925079345703
2022-01-18,335.4875183105469,223.5634307861328
2022-01-19,329.05621337890625,220.08444213867188
2022-01-20,319.8072814941406,209.98513793945312
2022-01-21,319.3681640625,211.0072784423828
2022-01-24,332.8253479003906,217.8808135986328
2022-01-25,328.4067077636719,215.68650817871094
2022-01-26,326.8515625,213.89547729492188
2022-01-27,326.0738830566406,211.86061096191406
2022-01-28,335.3228454589844,220.35641479492188
2022-01-31,335.72540283203125,222.56947326660156
2022-02-01,337.2989196777344,223.50717163085938
2022-02-02,341.9004821777344,224.2198486328125
2022-02-03,333.7401428222656,219.53121948242188
2022-02-04,329.0379638671875,214.8050537109375
2022-02-07,326.9154968261719,212.88272094726562
2022-02-08,330.6572265625,217.32752990722656
2022-02-09,333.337646484375,219.10922241210938
2022-02-10,324.8479919433594,213.2390594482422
2022-02-11,320.4568176269531,211.8418426513672
2022-02-14,321.61865234375,211.87937927246094
2022-02-15,323.1738586425781,213.89547729492188
2022-02-16,320.2738342285156,212.8733673095703
2022-02-17,318.30694580078125,209.8538360595703
2022-02-18,317.3280944824219,208.82237243652344
2022-02-22,289.24267578125,201.22679138183594
2022-02-23,282.1802062988281,201.6956329345703
2022-02-24,286.5622253417969,200.12030029296875
2022-02-25,289.68182373046875,205.53094482421875
2022-02-28,288.931640625,207.29385375976562
2022-03-01,292.9752197265625,207.7064666748047
2022-03-02,299.48883056640625,214.42059326171875
2022-03-03,296.73516845703125,212.18881225585938
2022-03-04,296.6436767578125,210.11643981933594
2022-03-07,295.2806091308594,208.41917419433594
2022-03-08,289.7641296386719,209.3568572998047
2022-03-09,291.9361877441406,211.81370544433594
2022-03-10,292.6172790527344,210.21022033691406
2022-03-11,291.5588073730469,208.37225341796875
2022-03-14,293.00384521484375,212.4044647216797
2022-03-15,302.3730163574219,216.68052673339844
2022-03-16,304.5542907714844,216.92431640625
2022-03-17,309.57012939453125,219.78440856933594
2022-03-18,313.60125732421875,220.9940643310547
2022-03-21,303.1368408203125,213.42657470703125
2022-03-22,303.46826171875,214.24244689941406
2022-03-23,291.7980651855469,207.16259765625
2022-03-24,290.6292724609375,205.52157592773438
2022-03-25,285.93548583984375,199.66079711914062
2022-03-28,289.2487487792969,200.4672393798828
2022-03-29,292.4056091308594,205.8966827392578
2022-03-30,283.8922424316406,196.44436645507812
2022-03-31,275.4894714355469,189.5989990234375
2022-04-01,277.8456115722656,189.79588317871094
2022-04-04,281.24169921875,191.40878295898438
2022-04-05,280.57904052734375,192.112060546875
2022-04-06,274.76239013671875,188.15484619140625
2022-04-07,278.6370849609375,190.0209503173828
2022-04-08,286.3312683105469,193.7906036376953
2022-04-11,282.2908630371094,191.84950256347656
2022-04-12,281.89520263671875,191.42755126953125
2022-04-13,285.6962585449219,192.7122344970703
2022-04-14,280.2661437988281,188.74562072753906
2022-04-18,276.2993469238281,186.15753173828125
2022-04-19,283.2848815917969,191.1663818359375
2022-04-20,290.0403137207031,196.5330810546875
2022-04-21,285.6409912109375,193.04002380371094
2022-04-22,276.20733642578125,185.53611755371094
2022-04-25,280.6526184082031,188.66195678710938
2022-04-26,276.0693054199219,187.9181365966797
2022-04-27,277.57867431640625,187.89932250976562
2022-04-28,286.929443359375,193.14358520507812
2022-04-29,276.4742736816406,186.16693115234375
2022-05-02,282.5209655761719,191.2605438232422
2022-05-03,280.67108154296875,189.8388671875
2022-05-04,290.1967468261719,195.04547119140625
2022-05-05,275.2869873046875,184.46278381347656
2022-05-06,270.8692626953125,181.04505920410156
2022-05-09,273.3726806640625,184.60397338867188
2022-05-10,267.97015380859375,180.89439392089844
2022-05-11,260.42327880859375,176.7893829345703
2022-05-12,266.61724853515625,180.48953247070312
2022-05-13,272.4522705078125,182.65504455566406
2022-05-16,272.4154968261719,183.3423614501953
2022-05-17,276.98046875,182.6833038330078
2022-05-18,262.4664306640625,173.07040405273438
2022-05-19,264.8409423828125,176.8740997314453
2022-05-20,264.3163757324219,173.88951110839844
2022-05-23,263.2487487792969,175.35826110839844
2022-05-24,264.9882507324219,173.82357788085938
2022-05-25,270.1882629394531,177.5237579345703
2022-05-26,278.6922912597656,184.09555053710938
2022-05-27,283.8922424316406,187.955810546875
2022-05-31,278.6370849609375,183.87904357910156
2022-06-01,275.247314453125,180.50839233398438
2022-06-02,283.2864685058594,184.66049194335938
2022-06-03,282.55474853515625,184.020263671875
2022-06-06,281.4526672363281,185.2630615234375
