Date,META,V
2020-06-29,220.63999938964844,191.3800048828125
2020-06-30,227.07000732421875,193.1699981689453
2020-07-01,237.5500030517578,193.77999877929688
2020-07-02,233.4199981689453,195.6699981689453
2020-07-06,240.27999877929688,197.75999450683594
2020-07-07,240.86000061035156,194.1999969482422
2020-07-08,243.5800018310547,195.07000732421875
2020-07-09,244.5,192.2100067138672
2020-07-10,245.07000732421875,192.5500030517578
2020-07-13,239.0,189.02000427246094
2020-07-14,239.72999572753906,193.3300018310547
2020-07-15,240.27999877929688,196.5500030517578
2020-07-16,240.92999267578125,193.5
2020-07-17,242.02999877929688,195.08999633789062
2020-07-20,245.4199981689453,198.47000122070312
2020-07-21,241.75,196.47999572753906
2020-07-22,239.8699951171875,198.86000061035156
2020-07-23,232.60000610351562,197.42999267578125
2020-07-24,230.7100067138672,195.14999389648438
2020-07-27,233.5,196.91000366210938
2020-07-28,230.1199951171875,196.74000549316406
2020-07-29,233.2899932861328,198.5800018310547
2020-07-30,234.5,194.05999755859375
2020-07-31,253.6699981689453,190.39999389648438
2020-08-03,251.9600067138672,190.69000244140625
2020-08-04,249.8300018310547,192.2899932861328
2020-08-05,249.1199951171875,196.10000610351562
2020-08-06,265.2799987792969,198.77000427246094
2020-08-07,268.44000244140625,196.36000061035156
2020-08-10,263.0,196.7899932861328
2020-08-11,256.1300048828125,197.77000427246094
2020-08-12,259.8900146484375,198.74000549316406
2020-08-13,261.29998779296875,197.5800018310547
2020-08-14,261.239990234375,196.63999938964844
2020-08-17,261.1600036621094,199.42999267578125
2020-08-18,262.3399963378906,199.00999450683594
2020-08-19,262.5899963378906,200.99000549316406
2020-08-20,269.010009765625,204.14999389648438
2020-08-21,267.010009765625,204.1300048828125
2020-08-24,271.3900146484375,206.41000366210938
2020-08-25,280.82000732421875,208.10000610351562
2020-08-26,303.9100036621094,210.25999450683594
2020-08-27,293.2200012207031,211.02999877929688
2020-08-28,293.6600036621094,215.7100067138672
2020-08-31,293.20001220703125,211.99000549316406
2020-09-01,295.44000244140625,213.35000610351562
2020-09-02,302.5,216.47999572753906
2020-09-03,291.1199951171875,208.9600067138672
2020-09-04,282.7300109863281,204.66000366210938
2020-09-08,271.1600036621094,200.1199951171875
2020-09-09,273.7200012207031,204.05999755859375
2020-09-10,268.0899963378906,201.5399932861328
2020-09-11,266.6099853515625,200.67999267578125
2020-09-14,266.1499938964844,204.97999572753906
2020-09-15,272.4200134277344,205.38999938964844
2020-09-16,263.5199890136719,205.1300048828125
2020-09-17,254.82000732421875,205.27000427246094
2020-09-18,252.52999877929688,202.61000061035156
2020-09-21,248.14999389648438,197.4499969482422
2020-09-22,254.75,200.55999755859375
2020-09-23,249.02000427246094,195.3699951171875
2020-09-24,249.52999877929688,195.52000427246094
2020-09-25,254.82000732421875,197.25
2020-09-28,256.82000732421875,200.32000732421875
2020-09-29,261.7900085449219,199.44000244140625
2020-09-30,261.8999938964844,199.97000122070312
2020-10-01,266.6300048828125,203.35000610351562
2020-10-02,259.94000244140625,201.4600067138672
2020-10-05,264.6499938964844,203.5399932861328
2020-10-06,258.6600036621094,200.4499969482422
2020-10-07,258.1199951171875,202.47000122070312
2020-10-08,263.760009765625,202.97999572753906
2020-10-09,264.45001220703125,206.63999938964844
2020-10-12,275.75,206.39999389648438
2020-10-13,276.1400146484375,204.32000732421875
2020-10-14,271.82000732421875,202.1999969482422
2020-10-15,266.7200012207031,199.5500030517578
2020-10-16,265.92999267578125,200.25999450683594
2020-10-19,261.3999938964844,196.97000122070312
2020-10-20,267.55999755859375,197.6999969482422
2020-10-21,278.7300109863281,198.42999267578125
2020-10-22,278.1199951171875,197.99000549316406
2020-10-23,284.7900085449219,198.00999450683594
2020-10-26,277.1099853515625,193.07000732421875
2020-10-27,283.2900085449219,190.05999755859375
2020-10-28,267.6700134277344,180.8699951171875
2020-10-29,280.8299865722656,184.8699951171875
2020-10-30,263.1099853515625,181.7100067138672
2020-11-02,261.3599853515625,184.74000549316406
2020-11-03,265.29998779296875,188.33999633789062
2020-11-04,287.3800048828125,193.97000122070312
2020-11-05,294.67999267578125,197.63999938964844
2020-11-06,293.4100036621094,198.47000122070312
2020-11-09,278.7699890136719,212.67999267578125
2020-11-10,272.42999267578125,213.30999755859375
2020-11-11,276.4800109863281,212.6999969482422
2020-11-12,275.0799865722656,208.25999450683594
2020-11-13,276.95001220703125,210.47999572753906
2020-11-16,278.9599914550781,212.6999969482422
2020-11-17,275.0,210.7100067138672
2020-11-18,271.9700012207031,207.8300018310547
2020-11-19,272.94000244140625,207.57000732421875
2020-11-20,269.70001220703125,203.8800048828125
2020-11-23,268.42999267578125,208.16000366210938
2020-11-24,276.9200134277344,209.67999267578125
2020-11-25,275.5899963378906,210.88999938964844
2020-11-27,277.80999755859375,211.0
2020-11-30,276.9700012207031,210.35000610351562
2020-12-01,286.54998779296875,211.1999969482422
2020-12-02,287.5199890136719,210.17999267578125
2020-12-03,281.8500061035156,208.0500030517578
2020-12-04,279.70001220703125,212.67999267578125
2020-12-07,285.5799865722656,212.64999389648438
2020-12-08,283.3999938964844,212.77000427246094
2020-12-09,277.9200134277344,209.5800018310547
2020-12-10,277.1199951171875,207.61000061035156
2020-12-11,273.54998779296875,206.24000549316406
2020-12-14,274.19000244140625,207.25
2020-12-15,275.54998779296875,208.36000061035156
2020-12-16,275.6700134277344,208.27000427246094
2020-12-17,274.4800109863281,211.17999267578125
2020-12-18,276.3999938964844,211.30999755859375
2020-12-21,272.7900085449219,209.00999450683594
2020-12-22,267.0899963378906,205.83999633789062
2020-12-23,268.1099853515625,205.3000030517578
2020-12-24,267.3999938964844,208.6999969482422
2020-12-28,277.0,212.6300048828125
2020-12-29,276.7799987792969,214.3699951171875
2020-12-30,271.8699951171875,218.36000061035156
2020-12-31,273.1600036621094,218.72999572753906
2021-01-04,268.94000244140625,217.75999450683594
2021-01-05,270.9700012207031,214.50999450683594
2021-01-06,263.30999755859375,212.6199951171875
2021-01-07,268.739990234375,213.80999755859375
2021-01-08,267.57000732421875,215.4499969482422
2021-01-11,256.8399963378906,212.88999938964844
2021-01-12,251.08999633789062,208.86000061035156
2021-01-13,251.63999938964844,209.35000610351562
2021-01-14,245.63999938964844,201.86000061035156
2021-01-15,251.36000061035156,201.58999633789062
2021-01-19,261.1000061035156,201.66000366210938
2021-01-20,267.4800109863281,206.00999450683594
2021-01-21,272.8699951171875,205.13999938964844
2021-01-22,274.5,202.02000427246094
2021-01-25,278.010009765625,200.97999572753906
2021-01-26,282.04998779296875,202.00999450683594
2021-01-27,272.1400146484375,194.97000122070312
2021-01-28,265.0,198.22000122070312
2021-01-29,258.3299865722656,193.25
2021-02-01,262.010009765625,198.36000061035156
2021-02-02,267.0799865722656,202.61000061035156
2021-02-03,266.6499938964844,201.36000061035156
2021-02-04,266.489990234375,209.25
2021-02-05,268.1000061035156,208.77000427246094
2021-02-08,266.5799865722656,206.88999938964844
2021-02-09,269.45001220703125,206.52000427246094
2021-02-10,271.8699951171875,206.44000244140625
2021-02-11,270.3900146484375,210.66000366210938
2021-02-12,270.5,209.9600067138672
2021-02-16,273.9700012207031,207.89999389648438
2021-02-17,273.57000732421875,207.50999450683594
2021-02-18,269.3900146484375,209.35000610351562
2021-02-19,261.55999755859375,204.72999572753906
2021-02-22,260.3299865722656,208.32000732421875
2021-02-23,265.8599853515625,212.11000061035156
2021-02-24,264.30999755859375,219.42999267578125
2021-02-25,254.69000244140625,213.75
2021-02-26,257.6199951171875,212.38999938964844
2021-03-01,264.9100036621094,216.6300048828125
2021-03-02,259.0,215.77000427246094
2021-03-03,255.41000366210938,214.85000610351562
2021-03-04,257.6400146484375,211.5
2021-03-05,264.2799987792969,215.41000366210938
2021-03-08,255.30999755859375,220.27000427246094
2021-03-09,265.739990234375,220.36000061035156
2021-03-10,264.8999938964844,223.1699981689453
2021-03-11,273.8800048828125,226.14999389648438
2021-03-12,268.3999938964844,224.36000061035156
2021-03-15,273.75,223.27000427246094
2021-03-16,279.2799987792969,224.6999969482422
2021-03-17,284.010009765625,223.02000427246094
2021-03-18,278.6199951171875,220.66000366210938
2021-03-19,290.1099853515625,206.89999389648438
2021-03-22,293.5400085449219,208.0
2021-03-23,290.6300048828125,208.14999389648438
2021-03-24,282.1400146484375,208.07000732421875
2021-03-25,278.739990234375,207.97000122070312
2021-03-26,283.0199890136719,213.52999877929688
2021-03-29,290.82000732421875,214.50999450683594
2021-03-30,288.0,211.89999389648438
2021-03-31,294.5299987792969,211.72999572753906
2021-04-01,298.6600036621094,216.86000061035156
2021-04-05,308.9100036621094,219.0399932861328
2021-04-06,306.260009765625,218.64999389648438
2021-04-07,313.0899963378906,219.27000427246094
2021-04-08,313.0199890136719,220.6999969482422
2021-04-09,312.4599914550781,222.52000427246094
2021-04-12,311.5400085449219,221.47000122070312
2021-04-13,309.760009765625,221.02000427246094
2021-04-14,302.82000732421875,221.97999572753906
2021-04-15,307.82000732421875,226.27999877929688
2021-04-16,306.17999267578125,226.41000366210938
2021-04-19,302.239990234375,225.7899932861328
2021-04-20,302.6499938964844,223.27999877929688
2021-04-21,301.4700012207031,227.4499969482422
2021-04-22,296.5199890136719,227.57000732421875
2021-04-23,301.1300048828125,230.0
2021-04-26,303.0400085449219,230.33999633789062
2021-04-27,303.57000732421875,229.91000366210938
2021-04-28,307.1000061035156,233.4499969482422
2021-04-29,329.510009765625,236.86000061035156
2021-04-30,325.0799865722656,233.55999755859375
2021-05-03,322.5799865722656,232.61000061035156
2021-05-04,318.3599853515625,232.02999877929688
2021-05-05,315.0199890136719,229.2100067138672
2021-05-06,320.0199890136719,231.32000732421875
2021-05-07,319.0799865722656,232.1199951171875
2021-05-10,305.9700012207031,225.97000122070312
2021-05-11,306.5299987792969,225.47999572753906
2021-05-12,302.54998779296875,220.6300048828125
2021-05-13,305.260009765625,223.74000549316406
2021-05-14,315.94000244140625,226.94000244140625
2021-05-17,315.4599914550781,226.44000244140625
2021-05-18,309.9599914550781,225.57000732421875
2021-05-19,313.5899963378906,224.58999633789062
2021-05-20,318.6099853515625,226.44000244140625
2021-05-21,316.2300109863281,226.77000427246094
2021-05-24,324.6300048828125,229.32000732421875
2021-05-25,327.7900085449219,229.02000427246094
2021-05-26,327.6600036621094,227.07000732421875
2021-05-27,332.75,226.86000061035156
2021-05-28,328.7300109863281,227.3000030517578
2021-06-01,329.1300048828125,226.6300048828125
2021-06-02,329.1499938964844,229.66000366210938
2021-06-03,326.0400085449219,228.11000061035156
2021-06-04,330.3500061035156,230.13999938964844
2021-06-07,336.5799865722656,231.32000732421875
2021-06-08,333.67999267578125,232.0500030517578
2021-06-09,330.25,232.30999755859375
2021-06-10,332.4599914550781,233.9499969482422
2021-06-11,331.260009765625,234.9600067138672
2021-06-14,336.7699890136719,234.0800018310547
2021-06-15,336.75,232.97999572753906
2021-06-16,331.0799865722656,229.60000610351562
2021-06-17,336.510009765625,232.14999389648438
2021-06-18,329.6600036621094,230.41000366210938
2021-06-21,332.2900085449219,234.32000732421875
2021-06-22,339.0299987792969,235.92999267578125
2021-06-23,340.5899963378906,234.67999267578125
2021-06-24,343.17999267578125,236.24000549316406
2021-06-25,341.3699951171875,237.32000732421875
2021-06-28,355.6400146484375,234.08999633789062
2021-06-29,351.8900146484375,235.9499969482422
2021-06-30,347.7099914550781,233.82000732421875
2021-07-01,354.3900146484375,235.14999389648438
2021-07-02,354.70001220703125,238.6300048828125
2021-07-06,352.7799987792969,239.60000610351562
2021-07-07,350.489990234375,240.0
2021-07-08,345.6499938964844,236.61000061035156
2021-07-09,350.4200134277344,238.47000122070312
2021-07-12,353.1600036621094,237.8699951171875
2021-07-13,352.0899963378906,242.35000610351562
2021-07-14,347.6300048828125,245.99000549316406
2021-07-15,344.4599914550781,248.5500030517578
2021-07-16,341.1600036621094,248.1199951171875
2021-07-19,336.95001220703125,240.41000366210938
2021-07-20,341.6600036621094,242.6999969482422
2021-07-21,346.2300109863281,243.66000366210938
2021-07-22,351.19000244140625,244.13999938964844
2021-07-23,369.7900085449219,249.02000427246094
2021-07-26,372.4599914550781,250.25
2021-07-27,367.80999755859375,250.92999267578125
2021-07-28,373.2799987792969,246.94000244140625
2021-07-29,358.32000732421875,247.9199981689453
2021-07-30,356.29998779296875,246.38999938964844
2021-08-02,351.95001220703125,239.77999877929688
2021-08-03,351.239990234375,237.08999633789062
2021-08-04,358.9200134277344,236.6699981689453
2021-08-05,362.9700012207031,240.2100067138672
2021-08-06,363.510009765625,241.39999389648438
2021-08-09,361.6099853515625,240.0
2021-08-10,361.1300048828125,238.07000732421875
2021-08-11,359.9599914550781,235.05999755859375
2021-08-12,362.6499938964844,231.7899932861328
2021-08-13,363.17999267578125,232.64999389648438
2021-08-16,366.55999755859375,235.36000061035156
2021-08-17,358.45001220703125,234.52999877929688
2021-08-18,355.45001220703125,231.6300048828125
2021-08-19,355.1199951171875,231.57000732421875
2021-08-20,359.3699951171875,231.36000061035156
2021-08-23,363.3500061035156,234.13999938964844
2021-08-24,365.510009765625,234.24000549316406
2021-08-25,368.3900146484375,232.58999633789062
2021-08-26,364.3800048828125,230.52000427246094
2021-08-27,372.6300048828125,232.69000244140625
2021-08-30,380.6600036621094,231.22999572753906
2021-08-31,379.3800048828125,229.10000610351562
2021-09-01,382.04998779296875,230.1199951171875
2021-09-02,375.2799987792969,224.17999267578125
2021-09-03,376.260009765625,225.11000061035156
2021-09-07,382.17999267578125,226.27000427246094
2021-09-08,377.57000732421875,229.08999633789062
2021-09-09,378.0,227.49000549316406
2021-09-10,378.69000244140625,224.91000366210938
2021-09-13,376.510009765625,224.6300048828125
2021-09-14,376.5299987792969,223.02999877929688
2021-09-15,373.9200134277344,223.80999755859375
2021-09-16,373.05999755859375,224.3300018310547
2021-09-17,364.7200012207031,221.75
2021-09-20,355.70001220703125,220.0500030517578
2021-09-21,357.4800109863281,220.1699981689453
2021-09-22,343.2099914550781,222.75
2021-09-23,345.9599914550781,228.30999755859375
2021-09-24,352.9599914550781,231.58999633789062
2021-09-27,353.5799865722656,229.60000610351562
2021-09-28,340.6499938964844,225.55999755859375
2021-09-29,339.6099853515625,226.67999267578125
2021-09-30,339.3900146484375,222.75
2021-10-01,343.010009765625,230.4600067138672
2021-10-04,326.2300109863281,224.72999572753906
2021-10-05,332.9599914550781,224.27999877929688
2021-10-06,333.6400146484375,226.50999450683594
2021-10-07,329.2200012207031,230.5500030517578
2021-10-08,330.04998779296875,230.27000427246094
2021-10-11,325.45001220703125,225.11000061035156
2021-10-12,323.7699890136719,224.0500030517578
2021-10-13,324.5400085449219,222.4600067138672
2021-10-14,328.5299987792969,225.17999267578125
2021-10-15,324.760009765625,230.99000549316406
2021-10-18,335.3399963378906,230.64999389648438
2021-10-19,339.989990234375,233.52000427246094
2021-10-20,340.7799987792969,231.4199981689453
2021-10-21,341.8800048828125,230.24000549316406
2021-10-22,324.6099853515625,231.22999572753906
2021-10-25,328.69000244140625,233.8800048828125
2021-10-26,315.80999755859375,231.82000732421875
2021-10-27,312.2200012207031,215.77999877929688
2021-10-28,316.9200134277344,209.83999633789062
2021-10-29,323.57000732421875,211.77000427246094
2021-11-01,329.9800109863281,212.4600067138672
2021-11-02,328.0799865722656,209.13999938964844
2021-11-03,331.6199951171875,208.10000610351562
2021-11-04,335.8500061035156,208.77999877929688
2021-11-05,341.1300048828125,216.6699981689453
2021-11-08,338.6199951171875,220.49000549316406
2021-11-09,335.3699951171875,213.38999938964844
2021-11-10,327.6400146484375,215.55999755859375
2021-11-11,327.739990234375,210.4199981689453
2021-11-12,340.8900146484375,212.08999633789062
2021-11-15,347.55999755859375,212.3000030517578
2021-11-16,342.9599914550781,215.17999267578125
2021-11-17,340.7699890136719,205.05999755859375
2021-11-18,338.69000244140625,203.3300018310547
2021-11-19,345.29998779296875,200.86000061035156
2021-11-22,341.010009765625,195.5800018310547
2021-11-23,337.25,198.49000549316406
2021-11-24,341.05999755859375,203.25
2021-11-26,333.1199951171875,197.64999389648438
2021-11-29,338.0299987792969,196.2899932861328
2021-11-30,324.4599914550781,193.77000427246094
2021-12-01,310.6000061035156,190.16000366210938
2021-12-02,310.3900146484375,198.2899932861328
2021-12-03,306.8399963378906,196.32000732421875
2021-12-06,317.8699951171875,202.67999267578125
2021-12-07,322.80999755859375,207.3699951171875
2021-12-08,330.55999755859375,208.99000549316406
2021-12-09,329.82000732421875,211.38999938964844
2021-12-10,329.75,213.39999389648438
2021-12-13,334.489990234375,211.02000427246094
2021-12-14,333.739990234375,209.97999572753906
2021-12-15,341.6600036621094,212.30999755859375
2021-12-16,334.8999938964844,214.3699951171875
2021-12-17,333.7900085449219,211.8800048828125
2021-12-20,325.45001220703125,208.74000549316406
2021-12-21,334.20001220703125,215.3800048828125
2021-12-22,330.45001220703125,217.9600067138672
2021-12-23,335.239990234375,216.6199951171875
2021-12-27,346.17999267578125,217.6300048828125
2021-12-28,346.2200012207031,218.0500030517578
2021-12-29,342.94000244140625,218.1699981689453
2021-12-30,344.3599853515625,217.8699951171875
2021-12-31,336.3500061035156,216.7100067138672
2022-01-03,338.5400085449219,221.42999267578125
2022-01-04,336.5299987792969,222.4600067138672
2022-01-05,324.1700134277344,220.0
2022-01-06,332.4599914550781,219.75
2022-01-07,331.7900085449219,216.9600067138672
2022-01-10,328.07000732421875,211.97000122070312
2022-01-11,334.3699951171875,214.3800048828125
2022-01-12,333.260009765625,215.7100067138672
2022-01-13,326.4800109863281,215.0
2022-01-14,331.8999938964844,214.6699981689453
2022-01-18,318.1499938964844,215.7100067138672
2022-01-19,319.5899963378906,214.67999267578125
2022-01-20,316.55999755859375,214.35000610351562
2022-01-21,303.1700134277344,205.92999267578125
2022-01-24,308.7099914550781,201.85000610351562
2022-01-25,300.1499938964844,202.0
2022-01-26,294.6300048828125,205.8699951171875
2022-01-27,294.6400146484375,206.14999389648438
2022-01-28,301.7099914550781,228.0
2022-01-31,313.260009765625,226.1699981689453
2022-02-01,319.0,232.36000061035156
2022-02-02,323.0,235.4199981689453
2022-02-03,237.75999450683594,231.5399932861328
2022-02-04,237.08999633789062,228.38999938964844
2022-02-07,224.91000366210938,227.16000366210938
2022-02-08,220.17999267578125,227.94000244140625
2022-02-09,232.0,230.8699951171875
2022-02-10,228.07000732421875,225.58999633789062
2022-02-11,219.5500030517578,224.69000244140625
2022-02-14,217.6999969482422,225.33999633789062
2022-02-15,221.0,227.82000732421875
2022-02-16,216.5399932861328,228.82000732421875
2022-02-17,207.7100067138672,224.61000061035156
2022-02-18,206.16000366210938,222.69000244140625
2022-02-22,202.0800018310547,221.32000732421875
2022-02-23,198.4499969482422,215.9499969482422
2022-02-24,207.60000610351562,217.3000030517578
2022-02-25,210.47999572753906,219.27000427246094
2022-02-28,211.02999877929688,216.1199951171875
2022-03-01,203.49000549316406,208.97000122070312
2022-03-02,208.11000061035156,208.47999572753906
2022-03-03,202.97000122070312,207.22999572753906
2022-03-04,200.05999755859375,200.2899932861328
2022-03-07,187.47000122070312,190.6999969482422
2022-03-08,190.2899932861328,191.7100067138672
2022-03-09,198.5,199.75999450683594
2022-03-10,195.2100067138672,197.97000122070312
2022-03-11,187.61000061035156,196.7100067138672
2022-03-14,186.6300048828125,200.3300018310547
2022-03-15,192.02999877929688,206.13999938964844
2022-03-16,203.6300048828125,211.8699951171875
2022-03-17,207.83999633789062,213.4499969482422
2022-03-18,216.49000549316406,219.11000061035156
2022-03-21,211.49000549316406,217.0399932861328
2022-03-22,216.64999389648438,218.47000122070312
2022-03-23,213.4600067138672,214.67999267578125
2022-03-24,219.57000732421875,217.30999755859375
2022-03-25,221.82000732421875,218.42999267578125
2022-03-28,223.58999633789062,220.77000427246094
2022-03-29,229.86000061035156,228.1199951171875
2022-03-30,227.85000610351562,223.9499969482422
2022-03-31,222.36000061035156,221.77000427246094
2022-04-01,224.85000610351562,226.36000061035156
2022-04-04,233.88999938964844,227.74000549316406
2022-04-05,231.83999633789062,226.08999633789062
2022-04-06,223.3000030517578,219.00999450683594
2022-04-07,222.9499969482422,216.14999389648438
2022-04-08,222.3300018310547,216.97999572753906
2022-04-11,216.4600067138672,214.75
2022-04-12,214.13999938964844,211.39999389648438
2022-04-13,214.99000549316406,213.27000427246094
2022-04-14,210.17999267578125,212.7899932861328
2022-04-18,210.77000427246094,213.1699981689453
2022-04-19,217.30999755859375,215.6999969482422
2022-04-20,200.4199981689453,217.7899932861328
2022-04-21,188.07000732421875,216.4499969482422
2022-04-22,184.11000061035156,208.1699981689453
2022-04-25,186.99000549316406,209.9499969482422
2022-04-26,180.9499969482422,201.10000610351562
2022-04-27,174.9499969482422,214.11000061035156
2022-04-28,205.72999572753906,220.66000366210938
2022-04-29,200.47000122070312,213.1300048828125
2022-05-02,211.1300048828125,211.52999877929688
2022-05-03,212.02999877929688,208.55999755859375
2022-05-04,223.41000366210938,214.52000427246094
2022-05-05,208.27999877929688,205.24000549316406
2022-05-06,203.77000427246094,202.82000732421875
2022-05-09,196.2100067138672,193.0
2022-05-10,197.64999389648438,193.5800018310547
2022-05-11,188.74000549316406,196.72000122070312
2022-05-12,191.24000549316406,193.97000122070312
2022-05-13,198.6199951171875,199.22999572753906
2022-05-16,200.0399932861328,197.80999755859375
2022-05-17,202.6199951171875,204.0
2022-05-18,192.24000549316406,199.99000549316406
2022-05-19,191.2899932861328,197.3699951171875
2022-05-20,193.5399932861328,199.02999877929688
2022-05-23,196.22999572753906,207.55999755859375
2022-05-24,181.27999877929688,202.6300048828125
2022-05-25,183.8300018310547,203.83999633789062
2022-05-26,191.6300048828125,208.5500030517578
2022-05-27,195.1300048828125,212.8800048828125
2022-05-31,193.63999938964844,212.1699981689453
2022-06-01,188.63999938964844,209.92999267578125
2022-06-02,198.86000061035156,215.0500030517578
2022-06-03,190.77999877929688,212.64999389648438
2022-06-06,194.25,212.94000244140625
2022-06-07,195.64999389648438,214.5
2022-06-08,196.63999938964844,213.5
2022-06-09,184.0,206.11000061035156
2022-06-10,175.57000732421875,199.50999450683594
2022-06-13,164.25999450683594,192.25999450683594
2022-06-14,163.72999572753906,193.52000427246094
2022-06-15,169.35000610351562,196.16000366210938
2022-06-16,160.8699951171875,189.0500030517578
