Date,BRK-B,MSFT
2020-06-26,175.3699951171875,196.3300018310547
2020-06-29,177.19000244140625,198.44000244140625
2020-06-30,178.50999450683594,203.50999450683594
2020-07-01,177.99000549316406,204.6999969482422
2020-07-02,178.8300018310547,206.25999450683594
2020-07-06,182.72000122070312,210.6999969482422
2020-07-07,181.14999389648438,208.25
2020-07-08,181.1999969482422,212.8300018310547
2020-07-09,178.8000030517578,214.32000732421875
2020-07-10,182.89999389648438,213.6699981689453
2020-07-13,184.1300048828125,207.07000732421875
2020-07-14,189.7100067138672,208.35000610351562
2020-07-15,190.55999755859375,208.0399932861328
2020-07-16,191.00999450683594,203.9199981689453
2020-07-17,190.75999450683594,202.8800048828125
2020-07-20,190.47999572753906,211.60000610351562
2020-07-21,192.27000427246094,208.75
2020-07-22,192.10000610351562,211.75
2020-07-23,193.25,202.5399932861328
2020-07-24,194.52000427246094,201.3000030517578
2020-07-27,192.13999938964844,203.85000610351562
2020-07-28,194.1199951171875,202.02000427246094
2020-07-29,196.41000366210938,204.05999755859375
2020-07-30,194.3000030517578,203.89999389648438
2020-07-31,195.77999877929688,205.00999450683594
2020-08-03,199.25999450683594,216.5399932861328
2020-08-04,200.24000549316406,213.2899932861328
2020-08-05,203.6199951171875,212.94000244140625
2020-08-06,205.02000427246094,216.35000610351562
2020-08-07,209.47999572753906,212.47999572753906
2020-08-10,212.5800018310547,208.25
2020-08-11,212.66000366210938,203.3800048828125
2020-08-12,213.24000549316406,209.19000244140625
2020-08-13,211.97999572753906,208.6999969482422
2020-08-14,210.9600067138672,208.89999389648438
2020-08-17,206.77999877929688,210.27999877929688
2020-08-18,208.3300018310547,211.49000549316406
2020-08-19,207.2100067138672,209.6999969482422
2020-08-20,206.1199951171875,214.5800018310547
2020-08-21,207.42999267578125,213.02000427246094
2020-08-24,212.61000061035156,213.69000244140625
2020-08-25,213.35000610351562,216.47000122070312
2020-08-26,214.66000366210938,221.14999389648438
2020-08-27,216.8699951171875,226.5800018310547
2020-08-28,218.5500030517578,228.91000366210938
2020-08-31,218.0399932861328,225.52999877929688
2020-09-01,218.5500030517578,227.27000427246094
2020-09-02,221.67999267578125,231.64999389648438
2020-09-03,218.14999389648438,217.3000030517578
2020-09-04,218.32000732421875,214.25
2020-09-08,217.8000030517578,202.66000366210938
2020-09-09,219.6300048828125,211.2899932861328
2020-09-10,217.8000030517578,205.3699951171875
2020-09-11,217.92999267578125,204.02999877929688
2020-09-14,219.94000244140625,205.41000366210938
2020-09-15,218.94000244140625,208.77999877929688
2020-09-16,219.58999633789062,205.0500030517578
2020-09-17,218.0500030517578,202.91000366210938
2020-09-18,218.2100067138672,200.38999938964844
2020-09-21,213.02000427246094,202.5399932861328
2020-09-22,214.16000366210938,207.4199981689453
2020-09-23,209.61000061035156,200.58999633789062
2020-09-24,208.72000122070312,203.19000244140625
2020-09-25,210.4499969482422,207.82000732421875
2020-09-28,213.5399932861328,209.44000244140625
2020-09-29,210.44000244140625,207.25999450683594
2020-09-30,212.94000244140625,210.3300018310547
2020-10-01,212.02000427246094,212.4600067138672
2020-10-02,211.17999267578125,206.19000244140625
2020-10-05,212.36000061035156,210.3800048828125
2020-10-06,210.25999450683594,205.91000366210938
2020-10-07,213.2899932861328,209.8300018310547
2020-10-08,215.14999389648438,210.5800018310547
2020-10-09,215.67999267578125,215.80999755859375
2020-10-12,216.41000366210938,221.39999389648438
2020-10-13,212.30999755859375,222.86000061035156
2020-10-14,210.91000366210938,220.86000061035156
2020-10-15,211.64999389648438,219.66000366210938
2020-10-16,211.91000366210938,219.66000366210938
2020-10-19,208.99000549316406,214.22000122070312
2020-10-20,210.05999755859375,214.64999389648438
2020-10-21,210.17999267578125,214.8000030517578
2020-10-22,211.61000061035156,214.88999938964844
2020-10-23,212.7100067138672,216.22999572753906
2020-10-26,208.49000549316406,210.0800018310547
2020-10-27,206.8800048828125,213.25
2020-10-28,200.6999969482422,202.67999267578125
2020-10-29,201.50999450683594,204.72000122070312
2020-10-30,201.89999389648438,202.47000122070312
2020-11-02,204.30999755859375,202.3300018310547
2020-11-03,206.6300048828125,206.42999267578125
2020-11-04,206.1699981689453,216.38999938964844
2020-11-05,207.4499969482422,223.2899932861328
2020-11-06,208.85000610351562,223.72000122070312
2020-11-09,221.5,218.38999938964844
2020-11-10,228.47999572753906,211.00999450683594
2020-11-11,227.3699951171875,216.5500030517578
2020-11-12,224.72000122070312,215.44000244140625
2020-11-13,227.4199981689453,216.50999450683594
2020-11-16,233.10000610351562,217.22999572753906
2020-11-17,233.16000366210938,214.4600067138672
2020-11-18,230.07000732421875,211.0800018310547
2020-11-19,229.52999877929688,212.4199981689453
2020-11-20,227.00999450683594,210.38999938964844
2020-11-23,229.5399932861328,210.11000061035156
2020-11-24,233.9199981689453,213.86000061035156
2020-11-25,233.1300048828125,213.8699951171875
2020-11-27,231.5500030517578,215.22999572753906
2020-11-30,228.91000366210938,214.07000732421875
2020-12-01,229.67999267578125,216.2100067138672
2020-12-02,230.4199981689453,215.3699951171875
2020-12-03,231.02000427246094,214.24000549316406
2020-12-04,231.35000610351562,214.36000061035156
2020-12-07,229.24000549316406,214.2899932861328
2020-12-08,228.19000244140625,216.00999450683594
2020-12-09,227.50999450683594,211.8000030517578
2020-12-10,227.35000610351562,210.52000427246094
2020-12-11,226.38999938964844,213.25999450683594
2020-12-14,222.85000610351562,214.1999969482422
2020-12-15,224.3800048828125,214.1300048828125
2020-12-16,221.91000366210938,219.27999877929688
2020-12-17,224.67999267578125,219.4199981689453
2020-12-18,223.42999267578125,218.58999633789062
2020-12-21,223.49000549316406,222.58999633789062
2020-12-22,221.8800048828125,223.94000244140625
2020-12-23,224.24000549316406,221.02000427246094
2020-12-24,226.52999877929688,222.75
2020-12-28,228.41000366210938,224.9600067138672
2020-12-29,229.57000732421875,224.14999389648438
2020-12-30,229.64999389648438,221.67999267578125
2020-12-31,231.8699951171875,222.4199981689453
2021-01-04,228.4499969482422,217.69000244140625
2021-01-05,227.47000122070312,217.89999389648438
2021-01-06,230.27000427246094,212.25
2021-01-07,232.8800048828125,218.2899932861328
2021-01-08,234.02999877929688,219.6199951171875
2021-01-11,233.42999267578125,217.49000549316406
2021-01-12,233.02999877929688,214.92999267578125
2021-01-13,234.50999450683594,216.33999633789062
2021-01-14,235.02000427246094,213.02000427246094
2021-01-15,233.49000549316406,212.64999389648438
2021-01-19,234.5500030517578,216.44000244140625
2021-01-20,234.75999450683594,224.33999633789062
2021-01-21,234.16000366210938,224.97000122070312
2021-01-22,232.9199981689453,225.9499969482422
2021-01-25,233.00999450683594,229.52999877929688
2021-01-26,231.57000732421875,232.3300018310547
2021-01-27,227.36000061035156,232.89999389648438
2021-01-28,230.9499969482422,238.92999267578125
2021-01-29,227.8699951171875,231.9600067138672
2021-02-01,229.32000732421875,239.64999389648438
2021-02-02,232.24000549316406,239.50999450683594
2021-02-03,232.67999267578125,243.0
2021-02-04,235.77000427246094,242.00999450683594
2021-02-05,235.16000366210938,242.1999969482422
2021-02-08,237.4199981689453,242.47000122070312
2021-02-09,239.91000366210938,243.77000427246094
2021-02-10,239.9199981689453,242.82000732421875
2021-02-11,239.75999450683594,244.49000549316406
2021-02-12,242.4600067138672,244.99000549316406
2021-02-16,245.27999877929688,243.6999969482422
2021-02-17,245.25,244.1999969482422
2021-02-18,243.5,243.7899932861328
2021-02-19,241.85000610351562,240.97000122070312
2021-02-22,244.97000122070312,234.50999450683594
2021-02-23,245.52999877929688,233.27000427246094
2021-02-24,248.4499969482422,234.5500030517578
2021-02-25,243.69000244140625,228.99000549316406
2021-02-26,240.50999450683594,232.3800048828125
2021-03-01,249.2100067138672,236.94000244140625
2021-03-02,249.22000122070312,233.8699951171875
2021-03-03,251.5500030517578,227.55999755859375
2021-03-04,245.47999572753906,226.72999572753906
2021-03-05,253.14999389648438,231.60000610351562
2021-03-08,257.6099853515625,227.38999938964844
2021-03-09,259.0199890136719,233.77999877929688
2021-03-10,263.989990234375,232.4199981689453
2021-03-11,260.9100036621094,237.1300048828125
2021-03-12,260.0199890136719,235.75
2021-03-15,254.61000061035156,234.80999755859375
2021-03-16,251.5,237.7100067138672
2021-03-17,252.0,237.0399932861328
2021-03-18,252.4600067138672,230.72000122070312
2021-03-19,250.99000549316406,230.35000610351562
2021-03-22,250.36000061035156,235.99000549316406
2021-03-23,248.30999755859375,237.5800018310547
2021-03-24,249.6300048828125,235.4600067138672
2021-03-25,250.75,232.33999633789062
2021-03-26,256.7699890136719,236.47999572753906
2021-03-29,258.82000732421875,235.24000549316406
2021-03-30,258.19000244140625,231.85000610351562
2021-03-31,255.47000122070312,235.77000427246094
2021-04-01,258.20001220703125,242.35000610351562
2021-04-05,262.6600036621094,249.07000732421875
2021-04-06,263.05999755859375,247.86000061035156
2021-04-07,263.6199951171875,249.89999389648438
2021-04-08,263.510009765625,253.25
2021-04-09,266.010009765625,255.85000610351562
2021-04-12,267.92999267578125,255.91000366210938
2021-04-13,267.1000061035156,258.489990234375
2021-04-14,267.5299987792969,255.58999633789062
2021-04-15,269.1400146484375,259.5
2021-04-16,272.1099853515625,260.739990234375
2021-04-19,270.2799987792969,258.739990234375
2021-04-20,267.8900146484375,258.260009765625
2021-04-21,272.2099914550781,260.5799865722656
2021-04-22,269.510009765625,257.1700134277344
2021-04-23,271.9800109863281,261.1499938964844
2021-04-26,270.8599853515625,261.54998779296875
2021-04-27,273.6499938964844,261.9700012207031
2021-04-28,272.95001220703125,254.55999755859375
2021-04-29,277.6000061035156,252.50999450683594
2021-04-30,274.95001220703125,252.17999267578125
2021-05-03,279.17999267578125,251.86000061035156
2021-05-04,280.260009765625,247.7899932861328
2021-05-05,282.760009765625,246.47000122070312
2021-05-06,289.7099914550781,249.72999572753906
2021-05-07,290.92999267578125,252.4600067138672
2021-05-10,292.3299865722656,247.17999267578125
2021-05-11,285.6300048828125,246.22999572753906
2021-05-12,282.9100036621094,239.0
2021-05-13,286.8999938964844,243.02999877929688
2021-05-14,290.67999267578125,248.14999389648438
2021-05-17,289.2200012207031,245.17999267578125
2021-05-18,287.5899963378906,243.0800018310547
2021-05-19,286.2200012207031,243.1199951171875
2021-05-20,286.7300109863281,246.47999572753906
2021-05-21,287.739990234375,245.1699981689453
2021-05-24,289.7300109863281,250.77999877929688
2021-05-25,287.20001220703125,251.72000122070312
2021-05-26,287.3299865722656,251.49000549316406
2021-05-27,289.29998779296875,249.30999755859375
2021-05-28,289.44000244140625,249.67999267578125
2021-06-01,289.8399963378906,247.39999389648438
2021-06-02,290.0199890136719,247.3000030517578
2021-06-03,291.9700012207031,245.7100067138672
2021-06-04,292.5199890136719,250.7899932861328
2021-06-07,289.4599914550781,253.80999755859375
2021-06-08,289.19000244140625,252.57000732421875
2021-06-09,288.5799865722656,253.58999633789062
2021-06-10,284.9100036621094,257.239990234375
2021-06-11,286.82000732421875,257.8900146484375
2021-06-14,283.5299987792969,259.8900146484375
2021-06-15,283.94000244140625,258.3599853515625
2021-06-16,283.1099853515625,257.3800048828125
2021-06-17,278.69000244140625,260.8999938964844
2021-06-18,274.0400085449219,259.42999267578125
2021-06-21,277.1000061035156,262.6300048828125
2021-06-22,276.9200134277344,265.510009765625
2021-06-23,274.6600036621094,265.2699890136719
2021-06-24,275.489990234375,266.69000244140625
2021-06-25,278.3800048828125,265.0199890136719
2021-06-28,276.6099853515625,268.7200012207031
2021-06-29,276.2099914550781,271.3999938964844
2021-06-30,277.9200134277344,270.8999938964844
2021-07-01,280.1700134277344,271.6000061035156
2021-07-02,279.1199951171875,277.6499938964844
2021-07-06,277.32000732421875,277.6600036621094
2021-07-07,279.239990234375,279.92999267578125
2021-07-08,274.1000061035156,277.4200134277344
2021-07-09,280.489990234375,277.94000244140625
2021-07-12,280.1099853515625,277.32000732421875
2021-07-13,279.2099914550781,280.9800109863281
2021-07-14,278.30999755859375,282.510009765625
2021-07-15,279.7200012207031,281.0299987792969
2021-07-16,277.8999938964844,280.75
2021-07-19,272.6600036621094,277.010009765625
2021-07-20,276.8900146484375,279.32000732421875
2021-07-21,279.8800048828125,281.3999938964844
2021-07-22,277.70001220703125,286.1400146484375
2021-07-23,278.489990234375,289.6700134277344
2021-07-26,278.79998779296875,289.04998779296875
2021-07-27,280.7799987792969,286.5400085449219
2021-07-28,278.1000061035156,286.2200012207031
2021-07-29,279.760009765625,286.5
2021-07-30,278.2900085449219,284.9100036621094
2021-08-02,278.1400146484375,284.82000732421875
2021-08-03,281.79998779296875,287.1199951171875
2021-08-04,278.7799987792969,286.510009765625
2021-08-05,280.2099914550781,289.5199890136719
2021-08-06,285.6300048828125,289.4599914550781
2021-08-09,287.2300109863281,288.3299865722656
2021-08-10,288.94000244140625,286.44000244140625
2021-08-11,291.2799987792969,286.95001220703125
2021-08-12,290.239990234375,289.80999755859375
2021-08-13,287.8900146484375,292.8500061035156
2021-08-16,289.45001220703125,294.6000061035156
2021-08-17,289.1000061035156,293.0799865722656
2021-08-18,286.3599853515625,290.7300109863281
2021-08-19,285.1300048828125,296.7699890136719
2021-08-20,285.2699890136719,304.3599853515625
2021-08-23,285.6199951171875,304.6499938964844
2021-08-24,286.0199890136719,302.6199951171875
2021-08-25,287.29998779296875,302.010009765625
2021-08-26,285.2699890136719,299.0899963378906
2021-08-27,286.6000061035156,299.7200012207031
2021-08-30,285.6600036621094,303.5899963378906
2021-08-31,285.7699890136719,301.8800048828125
2021-09-01,285.260009765625,301.8299865722656
2021-09-02,285.04998779296875,301.1499938964844
2021-09-03,281.8900146484375,301.1400146484375
2021-09-07,278.8999938964844,300.17999267578125
2021-09-08,279.3399963378906,300.2099914550781
2021-09-09,278.6099853515625,297.25
2021-09-10,277.6000061035156,295.7099914550781
2021-09-13,279.9200134277344,296.989990234375
2021-09-14,277.20001220703125,299.7900085449219
2021-09-15,278.17999267578125,304.82000732421875
2021-09-16,277.510009765625,305.2200012207031
2021-09-17,276.760009765625,299.8699951171875
2021-09-20,274.20001220703125,294.29998779296875
2021-09-21,273.17999267578125,294.79998779296875
2021-09-22,274.07000732421875,298.5799865722656
2021-09-23,278.1199951171875,299.55999755859375
2021-09-24,277.8699951171875,299.3500061035156
2021-09-27,279.7200012207031,294.1700134277344
2021-09-28,276.7900085449219,283.5199890136719
2021-09-29,277.2900085449219,284.0
2021-09-30,272.94000244140625,281.9200134277344
2021-10-01,275.7099914550781,289.1000061035156
2021-10-04,273.6400146484375,283.1099853515625
2021-10-05,278.04998779296875,288.760009765625
2021-10-06,280.2200012207031,293.1099853515625
2021-10-07,282.95001220703125,294.8500061035156
2021-10-08,284.1400146484375,294.8500061035156
2021-10-11,280.92999267578125,294.2300109863281
2021-10-12,278.6199951171875,292.8800048828125
2021-10-13,277.8999938964844,296.30999755859375
2021-10-14,281.6400146484375,302.75
2021-10-15,284.2099914550781,304.2099914550781
2021-10-18,282.5899963378906,307.2900085449219
2021-10-19,284.8299865722656,308.2300109863281
2021-10-20,287.489990234375,307.4100036621094
2021-10-21,286.82000732421875,310.760009765625
2021-10-22,289.239990234375,309.1600036621094
2021-10-25,290.260009765625,308.1300048828125
2021-10-26,290.8500061035156,310.1099853515625
2021-10-27,287.7799987792969,323.1700134277344
2021-10-28,289.7200012207031,324.3500061035156
2021-10-29,287.010009765625,331.6199951171875
2021-11-01,286.239990234375,329.3699951171875
2021-11-02,287.92999267578125,333.1300048828125
2021-11-03,288.7200012207031,334.0
2021-11-04,287.69000244140625,336.44000244140625
2021-11-05,287.8800048828125,336.05999755859375
2021-11-08,288.79998779296875,336.989990234375
2021-11-09,286.3500061035156,335.95001220703125
2021-11-10,285.32000732421875,330.79998779296875
2021-11-11,284.6499938964844,332.42999267578125
2021-11-12,285.989990234375,336.7200012207031
2021-11-15,284.6700134277344,336.07000732421875
2021-11-16,283.3599853515625,339.510009765625
2021-11-17,281.5899963378906,339.1199951171875
2021-11-18,280.6300048828125,341.2699890136719
2021-11-19,279.989990234375,343.1099853515625
2021-11-22,284.9700012207031,339.8299865722656
2021-11-23,288.55999755859375,337.67999267578125
2021-11-24,287.2799987792969,337.9100036621094
2021-11-26,283.0899963378906,329.67999267578125
2021-11-29,282.1199951171875,336.6300048828125
2021-11-30,276.69000244140625,330.5899963378906
2021-12-01,275.0,330.0799865722656
2021-12-02,279.0899963378906,329.489990234375
2021-12-03,277.42999267578125,323.010009765625
2021-12-06,281.3800048828125,326.19000244140625
2021-12-07,284.9700012207031,334.9200134277344
2021-12-08,283.7200012207031,334.9700012207031
2021-12-09,284.5199890136719,333.1000061035156
2021-12-10,288.2300109863281,342.5400085449219
2021-12-13,290.010009765625,339.3999938964844
2021-12-14,295.0299987792969,328.3399963378906
2021-12-15,294.5799865722656,334.6499938964844
2021-12-16,300.1700134277344,324.8999938964844
2021-12-17,293.6600036621094,323.79998779296875
2021-12-20,289.6099853515625,319.9100036621094
2021-12-21,293.239990234375,327.2900085449219
2021-12-22,294.4100036621094,333.20001220703125
2021-12-23,294.489990234375,334.69000244140625
2021-12-27,296.6700134277344,342.45001220703125
2021-12-28,298.2900085449219,341.25
2021-12-29,299.4599914550781,341.95001220703125
2021-12-30,299.9800109863281,339.32000732421875
2021-12-31,299.0,336.32000732421875
2022-01-03,300.7900085449219,334.75
2022-01-04,308.5299987792969,329.010009765625
2022-01-05,309.9200134277344,316.3800048828125
2022-01-06,313.2200012207031,313.8800048828125
2022-01-07,319.7799987792969,314.0400085449219
2022-01-10,318.92999267578125,314.2699890136719
2022-01-11,319.79998779296875,314.9800109863281
2022-01-12,320.3900146484375,318.2699890136719
2022-01-13,321.260009765625,304.79998779296875
2022-01-14,324.1300048828125,310.20001220703125
2022-01-18,320.2900085449219,302.6499938964844
2022-01-19,314.75,303.3299865722656
2022-01-20,311.010009765625,301.6000061035156
2022-01-21,305.2200012207031,296.0299987792969
2022-01-24,303.7300109863281,296.3699951171875
2022-01-25,307.19000244140625,288.489990234375
2022-01-26,309.260009765625,296.7099914550781
2022-01-27,307.6700134277344,299.8399963378906
2022-01-28,312.8999938964844,308.260009765625
2022-01-31,313.0199890136719,310.9800109863281
2022-02-01,313.9599914550781,308.760009765625
2022-02-02,319.6000061035156,313.4599914550781
2022-02-03,315.2300109863281,301.25
2022-02-04,314.989990234375,305.94000244140625
2022-02-07,316.510009765625,300.95001220703125
2022-02-08,321.44000244140625,304.55999755859375
2022-02-09,322.3800048828125,311.2099914550781
2022-02-10,319.8500061035156,302.3800048828125
2022-02-11,319.1400146484375,295.0400085449219
2022-02-14,314.2799987792969,295.0
2022-02-15,316.20001220703125,300.4700012207031
2022-02-16,315.6499938964844,299.5
2022-02-17,313.54998779296875,290.7300109863281
2022-02-18,314.79998779296875,287.92999267578125
2022-02-22,314.1600036621094,287.7200012207031
2022-02-23,309.989990234375,280.2699890136719
2022-02-24,308.2799987792969,294.5899963378906
2022-02-25,319.239990234375,297.30999755859375
2022-02-28,321.45001220703125,298.7900085449219
2022-03-01,316.8399963378906,294.95001220703125
2022-03-02,323.6400146484375,300.19000244140625
2022-03-03,327.739990234375,295.9200134277344
2022-03-04,325.3399963378906,289.8599853515625
2022-03-07,322.7200012207031,278.9100036621094
2022-03-08,318.5199890136719,275.8500061035156
2022-03-09,325.3999938964844,288.5
2022-03-10,325.29998779296875,285.5899963378906
2022-03-11,326.6000061035156,280.07000732421875
2022-03-14,329.9800109863281,276.44000244140625
2022-03-15,332.54998779296875,287.1499938964844
2022-03-16,336.1099853515625,294.3900146484375
2022-03-17,344.9700012207031,295.2200012207031
2022-03-18,342.4100036621094,300.42999267578125
2022-03-21,349.6600036621094,299.1600036621094
2022-03-22,349.92999267578125,304.05999755859375
2022-03-23,348.1600036621094,299.489990234375
2022-03-24,352.3699951171875,304.1000061035156
2022-03-25,358.760009765625,303.67999267578125
2022-03-28,359.57000732421875,310.70001220703125
2022-03-29,355.1199951171875,315.4100036621094
2022-03-30,357.6099853515625,313.8599853515625
2022-03-31,352.9100036621094,308.30999755859375
2022-04-01,351.8800048828125,309.4200134277344
2022-04-04,345.42999267578125,314.9700012207031
2022-04-05,344.79998779296875,310.8800048828125
2022-04-06,344.7099914550781,299.5
2022-04-07,346.510009765625,301.3699951171875
2022-04-08,353.1000061035156,296.9700012207031
2022-04-11,352.0199890136719,285.260009765625
2022-04-12,349.739990234375,282.05999755859375
2022-04-13,346.2200012207031,287.6199951171875
2022-04-14,344.3299865722656,279.8299865722656
2022-04-18,346.6499938964844,280.5199890136719
2022-04-19,348.5,285.29998779296875
2022-04-20,348.82000732421875,286.3599853515625
2022-04-21,343.6000061035156,280.80999755859375
2022-04-22,335.55999755859375,274.0299987792969
2022-04-25,336.95001220703125,280.7200012207031
2022-04-26,330.6499938964844,270.2200012207031
2022-04-27,329.5799865722656,283.2200012207031
2022-04-28,331.2699890136719,289.6300048828125
2022-04-29,322.8299865722656,277.5199890136719
2022-05-02,318.19000244140625,284.4700012207031
2022-05-03,318.989990234375,281.7799987792969
2022-05-04,326.79998779296875,289.9800109863281
2022-05-05,318.67999267578125,277.3500061035156
2022-05-06,318.8800048828125,274.7300109863281
2022-05-09,312.9599914550781,264.5799865722656
2022-05-10,312.5299987792969,269.5
2022-05-11,311.5400085449219,260.54998779296875
2022-05-12,308.05999755859375,255.35000610351562
2022-05-13,310.3599853515625,261.1199951171875
2022-05-16,309.2900085449219,261.5
2022-05-17,314.6000061035156,266.82000732421875
2022-05-18,306.6400146484375,254.0800018310547
2022-05-19,304.1499938964844,253.13999938964844
2022-05-20,304.04998779296875,252.55999755859375
2022-05-23,310.20001220703125,260.6499938964844
2022-05-24,309.1700134277344,259.6199951171875
2022-05-25,308.6400146484375,262.5199890136719
2022-05-26,312.5,265.8999938964844
2022-05-27,319.1099853515625,273.239990234375
2022-05-31,315.9800109863281,271.8699951171875
2022-06-01,312.2099914550781,272.4200134277344
2022-06-02,314.95001220703125,274.5799865722656
2022-06-03,310.94000244140625,270.0199890136719
2022-06-06,312.1499938964844,268.75
2022-06-07,313.6499938964844,272.5
2022-06-08,308.739990234375,270.4100036621094
2022-06-09,300.79998779296875,264.7900085449219
2022-06-10,291.7099914550781,252.99000549316406
2022-06-13,281.55999755859375,242.25999450683594
2022-06-14,277.6400146484375,244.49000549316406
