Date,JPM,V
2020-06-29,93.0,191.3800048828125
2020-06-30,94.05999755859375,193.1699981689453
2020-07-01,93.26000213623047,193.77999877929688
2020-07-02,92.66000366210938,195.6699981689453
2020-07-06,95.0,197.75999450683594
2020-07-07,92.31999969482422,194.1999969482422
2020-07-08,93.30000305175781,195.07000732421875
2020-07-09,91.27999877929688,192.2100067138672
2020-07-10,96.2699966430664,192.5500030517578
2020-07-13,97.6500015258789,189.02000427246094
2020-07-14,98.20999908447266,193.3300018310547
2020-07-15,99.7300033569336,196.5500030517578
2020-07-16,100.01000213623047,193.5
2020-07-17,98.16000366210938,195.08999633789062
2020-07-20,97.30000305175781,198.47000122070312
2020-07-21,99.41000366210938,196.47999572753906
2020-07-22,98.69000244140625,198.86000061035156
2020-07-23,98.9800033569336,197.42999267578125
2020-07-24,98.27999877929688,195.14999389648438
2020-07-27,96.9000015258789,196.91000366210938
2020-07-28,97.31999969482422,196.74000549316406
2020-07-29,99.68000030517578,198.5800018310547
2020-07-30,97.0199966430664,194.05999755859375
2020-07-31,96.63999938964844,190.39999389648438
2020-08-03,96.0999984741211,190.69000244140625
2020-08-04,95.55000305175781,192.2899932861328
2020-08-05,97.20999908447266,196.10000610351562
2020-08-06,97.23999786376953,198.77000427246094
2020-08-07,99.37999725341797,196.36000061035156
2020-08-10,100.63999938964844,196.7899932861328
2020-08-11,103.81999969482422,197.77000427246094
2020-08-12,102.94000244140625,198.74000549316406
2020-08-13,102.37000274658203,197.5800018310547
2020-08-14,102.41000366210938,196.63999938964844
2020-08-17,99.70999908447266,199.42999267578125
2020-08-18,98.31999969482422,199.00999450683594
2020-08-19,98.55000305175781,200.99000549316406
2020-08-20,97.37000274658203,204.14999389648438
2020-08-21,97.31999969482422,204.1300048828125
2020-08-24,100.05999755859375,206.41000366210938
2020-08-25,100.5,208.10000610351562
2020-08-26,99.08999633789062,210.25999450683594
2020-08-27,102.3499984741211,211.02999877929688
2020-08-28,102.7699966430664,215.7100067138672
2020-08-31,100.19000244140625,211.99000549316406
2020-09-01,100.13999938964844,213.35000610351562
2020-09-02,101.6500015258789,216.47999572753906
2020-09-03,101.33000183105469,208.9600067138672
2020-09-04,103.5199966430664,204.66000366210938
2020-09-08,99.91999816894531,200.1199951171875
2020-09-09,100.87000274658203,204.05999755859375
2020-09-10,99.83000183105469,201.5399932861328
2020-09-11,101.06999969482422,200.67999267578125
2020-09-14,102.47000122070312,204.97999572753906
2020-09-15,99.27999877929688,205.38999938964844
2020-09-16,99.69999694824219,205.1300048828125
2020-09-17,98.55999755859375,205.27000427246094
2020-09-18,98.3499984741211,202.61000061035156
2020-09-21,95.30999755859375,197.4499969482422
2020-09-22,94.2699966430664,200.55999755859375
2020-09-23,92.73999786376953,195.3699951171875
2020-09-24,92.66000366210938,195.52000427246094
2020-09-25,93.47000122070312,197.25
2020-09-28,96.16000366210938,200.32000732421875
2020-09-29,95.3499984741211,199.44000244140625
2020-09-30,96.2699966430664,199.97000122070312
2020-10-01,96.97000122070312,203.35000610351562
2020-10-02,97.88999938964844,201.4600067138672
2020-10-05,99.04000091552734,203.5399932861328
2020-10-06,98.0199966430664,200.4499969482422
2020-10-07,99.7300033569336,202.47000122070312
2020-10-08,101.77999877929688,202.97999572753906
2020-10-09,101.19999694824219,206.63999938964844
2020-10-12,102.44000244140625,206.39999389648438
2020-10-13,100.77999877929688,204.32000732421875
2020-10-14,100.22000122070312,202.1999969482422
2020-10-15,101.72000122070312,199.5500030517578
2020-10-16,101.51000213623047,200.25999450683594
2020-10-19,99.80000305175781,196.97000122070312
2020-10-20,100.37000274658203,197.6999969482422
2020-10-21,99.37000274658203,198.42999267578125
2020-10-22,102.87999725341797,197.99000549316406
2020-10-23,103.80999755859375,198.00999450683594
2020-10-26,101.23999786376953,193.07000732421875
2020-10-27,99.33000183105469,190.05999755859375
2020-10-28,96.54000091552734,180.8699951171875
2020-10-29,97.16999816894531,184.8699951171875
2020-10-30,98.04000091552734,181.7100067138672
2020-11-02,100.25,184.74000549316406
2020-11-03,103.41000366210938,188.33999633789062
2020-11-04,100.25,193.97000122070312
2020-11-05,104.3499984741211,197.63999938964844
2020-11-06,102.95999908447266,198.47000122070312
2020-11-09,116.9000015258789,212.67999267578125
2020-11-10,116.5199966430664,213.30999755859375
2020-11-11,114.77999877929688,212.6999969482422
2020-11-12,113.37000274658203,208.25999450683594
2020-11-13,114.08000183105469,210.47999572753906
2020-11-16,117.30000305175781,212.6999969482422
2020-11-17,116.11000061035156,210.7100067138672
2020-11-18,115.25,207.8300018310547
2020-11-19,115.55999755859375,207.57000732421875
2020-11-20,114.56999969482422,203.8800048828125
2020-11-23,117.87000274658203,208.16000366210938
2020-11-24,123.31999969482422,209.67999267578125
2020-11-25,122.02999877929688,210.88999938964844
2020-11-27,121.22000122070312,211.0
2020-11-30,117.87999725341797,210.35000610351562
2020-12-01,119.73999786376953,211.1999969482422
2020-12-02,122.04000091552734,210.17999267578125
2020-12-03,121.23999786376953,208.0500030517578
2020-12-04,122.33999633789062,212.67999267578125
2020-12-07,121.87999725341797,212.64999389648438
2020-12-08,122.0,212.77000427246094
2020-12-09,121.05000305175781,209.5800018310547
2020-12-10,120.2699966430664,207.61000061035156
2020-12-11,119.55999755859375,206.24000549316406
2020-12-14,118.30000305175781,207.25
2020-12-15,120.31999969482422,208.36000061035156
2020-12-16,120.66999816894531,208.27000427246094
2020-12-17,119.66999816894531,211.17999267578125
2020-12-18,119.08000183105469,211.30999755859375
2020-12-21,123.55000305175781,209.00999450683594
2020-12-22,121.66999816894531,205.83999633789062
2020-12-23,125.06999969482422,205.3000030517578
2020-12-24,124.5199966430664,208.6999969482422
2020-12-28,125.33999633789062,212.6300048828125
2020-12-29,125.01000213623047,214.3699951171875
2020-12-30,125.36000061035156,218.36000061035156
2020-12-31,127.06999969482422,218.72999572753906
2021-01-04,125.87000274658203,217.75999450683594
2021-01-05,125.6500015258789,214.50999450683594
2021-01-06,131.5500030517578,212.6199951171875
2021-01-07,135.8699951171875,213.80999755859375
2021-01-08,136.02000427246094,215.4499969482422
2021-01-11,138.0500030517578,212.88999938964844
2021-01-12,140.22000122070312,208.86000061035156
2021-01-13,140.35000610351562,209.35000610351562
2021-01-14,141.1699981689453,201.86000061035156
2021-01-15,138.63999938964844,201.58999633789062
2021-01-19,138.0399932861328,201.66000366210938
2021-01-20,135.97000122070312,206.00999450683594
2021-01-21,134.8300018310547,205.13999938964844
2021-01-22,133.7899932861328,202.02000427246094
2021-01-25,132.1199951171875,200.97999572753906
2021-01-26,131.5800018310547,202.00999450683594
2021-01-27,127.86000061035156,194.97000122070312
2021-01-28,130.11000061035156,198.22000122070312
2021-01-29,128.6699981689453,193.25
2021-02-01,129.6199951171875,198.36000061035156
2021-02-02,133.61000061035156,202.61000061035156
2021-02-03,135.13999938964844,201.36000061035156
2021-02-04,138.25,209.25
2021-02-05,137.97999572753906,208.77000427246094
2021-02-08,140.13999938964844,206.88999938964844
2021-02-09,139.5800018310547,206.52000427246094
2021-02-10,139.66000366210938,206.44000244140625
2021-02-11,139.27000427246094,210.66000366210938
2021-02-12,141.25,209.9600067138672
2021-02-16,144.64999389648438,207.89999389648438
2021-02-17,145.10000610351562,207.50999450683594
2021-02-18,145.58999633789062,209.35000610351562
2021-02-19,148.02000427246094,204.72999572753906
2021-02-22,149.41000366210938,208.32000732421875
2021-02-23,150.61000061035156,212.11000061035156
2021-02-24,153.25999450683594,219.42999267578125
2021-02-25,151.17999267578125,213.75
2021-02-26,147.1699981689453,212.38999938964844
2021-03-01,150.5,216.6300048828125
2021-03-02,150.00999450683594,215.77000427246094
2021-03-03,152.91000366210938,214.85000610351562
2021-03-04,150.55999755859375,211.5
2021-03-05,150.91000366210938,215.41000366210938
2021-03-08,152.91000366210938,220.27000427246094
2021-03-09,151.8300018310547,220.36000061035156
2021-03-10,155.1300048828125,223.1699981689453
2021-03-11,154.32000732421875,226.14999389648438
2021-03-12,156.14999389648438,224.36000061035156
2021-03-15,155.3699951171875,223.27000427246094
2021-03-16,153.50999450683594,224.6999969482422
2021-03-17,155.08999633789062,223.02000427246094
2021-03-18,157.64999389648438,220.66000366210938
2021-03-19,155.13999938964844,206.89999389648438
2021-03-22,150.97000122070312,208.0
2021-03-23,149.4600067138672,208.14999389648438
2021-03-24,150.6199951171875,208.07000732421875
2021-03-25,152.5500030517578,207.97000122070312
2021-03-26,155.08999633789062,213.52999877929688
2021-03-29,152.67999267578125,214.50999450683594
2021-03-30,154.47999572753906,211.89999389648438
2021-03-31,152.22999572753906,211.72999572753906
2021-04-01,153.7100067138672,216.86000061035156
2021-04-05,153.6199951171875,219.0399932861328
2021-04-06,152.5399932861328,218.64999389648438
2021-04-07,154.92999267578125,219.27000427246094
2021-04-08,155.1199951171875,220.6999969482422
2021-04-09,156.27999877929688,222.52000427246094
2021-04-12,155.9499969482422,221.47000122070312
2021-04-13,154.08999633789062,221.02000427246094
2021-04-14,151.2100067138672,221.97999572753906
2021-04-15,152.1699981689453,226.27999877929688
2021-04-16,153.3000030517578,226.41000366210938
2021-04-19,152.64999389648438,225.7899932861328
2021-04-20,149.27000427246094,223.27999877929688
2021-04-21,150.5399932861328,227.4499969482422
2021-04-22,147.3699951171875,227.57000732421875
2021-04-23,150.19000244140625,230.0
2021-04-26,150.55999755859375,230.33999633789062
2021-04-27,151.25,229.91000366210938
2021-04-28,152.22999572753906,233.4499969482422
2021-04-29,155.19000244140625,236.86000061035156
2021-04-30,153.80999755859375,233.55999755859375
2021-05-03,153.36000061035156,232.61000061035156
2021-05-04,155.47999572753906,232.02999877929688
2021-05-05,157.52000427246094,229.2100067138672
2021-05-06,160.69000244140625,231.32000732421875
2021-05-07,161.24000549316406,232.1199951171875
2021-05-10,161.22000122070312,225.97000122070312
2021-05-11,158.5399932861328,225.47999572753906
2021-05-12,157.4499969482422,220.6300048828125
2021-05-13,161.5,223.74000549316406
2021-05-14,164.00999450683594,226.94000244140625
2021-05-17,164.6699981689453,226.44000244140625
2021-05-18,162.35000610351562,225.57000732421875
2021-05-19,161.11000061035156,224.58999633789062
2021-05-20,160.8300018310547,226.44000244140625
2021-05-21,162.66000366210938,226.77000427246094
2021-05-24,163.5399932861328,229.32000732421875
2021-05-25,161.85000610351562,229.02000427246094
2021-05-26,161.8300018310547,227.07000732421875
2021-05-27,164.35000610351562,226.86000061035156
2021-05-28,164.24000549316406,227.3000030517578
2021-06-01,166.0500030517578,226.6300048828125
2021-06-02,166.05999755859375,229.66000366210938
2021-06-03,166.1699981689453,228.11000061035156
2021-06-04,166.44000244140625,230.13999938964844
2021-06-07,165.66000366210938,231.32000732421875
2021-06-08,165.0,232.0500030517578
2021-06-09,162.94000244140625,232.30999755859375
2021-06-10,160.39999389648438,233.9499969482422
2021-06-11,160.2899932861328,234.9600067138672
2021-06-14,157.57000732421875,234.0800018310547
2021-06-15,155.17999267578125,232.97999572753906
2021-06-16,156.27000427246094,229.60000610351562
2021-06-17,151.75999450683594,232.14999389648438
2021-06-18,147.9199981689453,230.41000366210938
2021-06-21,150.42999267578125,234.32000732421875
2021-06-22,150.2100067138672,235.92999267578125
2021-06-23,151.1199951171875,234.67999267578125
2021-06-24,152.50999450683594,236.24000549316406
2021-06-25,154.0500030517578,237.32000732421875
2021-06-28,154.3300018310547,234.08999633789062
2021-06-29,154.13999938964844,235.9499969482422
2021-06-30,155.5399932861328,233.82000732421875
2021-07-01,157.0800018310547,235.14999389648438
2021-07-02,156.02999877929688,238.6300048828125
2021-07-06,153.41000366210938,239.60000610351562
2021-07-07,153.58999633789062,240.0
2021-07-08,150.94000244140625,236.61000061035156
2021-07-09,155.77000427246094,238.47000122070312
2021-07-12,158.0,237.8699951171875
2021-07-13,155.64999389648438,242.35000610351562
2021-07-14,155.1199951171875,245.99000549316406
2021-07-15,155.4600067138672,248.5500030517578
2021-07-16,151.91000366210938,248.1199951171875
2021-07-19,146.97000122070312,240.41000366210938
2021-07-20,149.7100067138672,242.6999969482422
2021-07-21,152.86000061035156,243.66000366210938
2021-07-22,150.92999267578125,244.13999938964844
2021-07-23,150.63999938964844,249.02000427246094
2021-07-26,151.64999389648438,250.25
2021-07-27,151.4499969482422,250.92999267578125
2021-07-28,151.6999969482422,246.94000244140625
2021-07-29,153.0,247.9199981689453
2021-07-30,151.77999877929688,246.38999938964844
2021-08-02,151.1699981689453,239.77999877929688
2021-08-03,152.88999938964844,237.08999633789062
2021-08-04,151.24000549316406,236.6699981689453
2021-08-05,153.14999389648438,240.2100067138672
2021-08-06,157.5,241.39999389648438
2021-08-09,157.3300018310547,240.0
2021-08-10,159.25999450683594,238.07000732421875
2021-08-11,161.16000366210938,235.05999755859375
2021-08-12,161.7899932861328,231.7899932861328
2021-08-13,159.97999572753906,232.64999389648438
2021-08-16,158.92999267578125,235.36000061035156
2021-08-17,157.00999450683594,234.52999877929688
2021-08-18,155.5800018310547,231.6300048828125
2021-08-19,154.27999877929688,231.57000732421875
2021-08-20,154.72000122070312,231.36000061035156
2021-08-23,156.6999969482422,234.13999938964844
2021-08-24,157.6699981689453,234.24000549316406
2021-08-25,160.9199981689453,232.58999633789062
2021-08-26,161.75,230.52000427246094
2021-08-27,163.0500030517578,232.69000244140625
2021-08-30,160.44000244140625,231.22999572753906
2021-08-31,159.9499969482422,229.10000610351562
2021-09-01,159.72000122070312,230.1199951171875
2021-09-02,160.4600067138672,224.17999267578125
2021-09-03,159.49000549316406,225.11000061035156
2021-09-07,159.2100067138672,226.27000427246094
2021-09-08,158.5,229.08999633789062
2021-09-09,159.19000244140625,227.49000549316406
2021-09-10,157.36000061035156,224.91000366210938
2021-09-13,159.86000061035156,224.6300048828125
2021-09-14,157.07000732421875,223.02999877929688
2021-09-15,158.16000366210938,223.80999755859375
2021-09-16,158.08999633789062,224.3300018310547
2021-09-17,157.67999267578125,221.75
2021-09-20,152.9600067138672,220.0500030517578
2021-09-21,152.97999572753906,220.1699981689453
2021-09-22,155.91000366210938,222.75
2021-09-23,161.17999267578125,228.30999755859375
2021-09-24,163.0399932861328,231.58999633789062
2021-09-27,166.97999572753906,229.60000610351562
2021-09-28,166.0800018310547,225.55999755859375
2021-09-29,165.9499969482422,226.67999267578125
2021-09-30,163.69000244140625,222.75
2021-10-01,167.1300048828125,230.4600067138672
2021-10-04,166.9499969482422,224.72999572753906
2021-10-05,168.66000366210938,224.27999877929688
2021-10-06,169.02000427246094,226.50999450683594
2021-10-07,170.08999633789062,230.5500030517578
2021-10-08,170.22000122070312,230.27000427246094
2021-10-11,166.63999938964844,225.11000061035156
2021-10-12,165.36000061035156,224.0500030517578
2021-10-13,161.0,222.4600067138672
2021-10-14,163.47000122070312,225.17999267578125
2021-10-15,166.61000061035156,230.99000549316406
2021-10-18,166.5500030517578,230.64999389648438
2021-10-19,168.57000732421875,233.52000427246094
2021-10-20,170.83999633789062,231.4199981689453
2021-10-21,169.5,230.24000549316406
2021-10-22,171.77999877929688,231.22999572753906
2021-10-25,170.94000244140625,233.8800048828125
2021-10-26,171.39999389648438,231.82000732421875
2021-10-27,167.8300018310547,215.77999877929688
2021-10-28,170.36000061035156,209.83999633789062
2021-10-29,169.88999938964844,211.77000427246094
2021-11-01,169.8000030517578,212.4600067138672
2021-11-02,170.47000122070312,209.13999938964844
2021-11-03,170.52999877929688,208.10000610351562
2021-11-04,168.2899932861328,208.77999877929688
2021-11-05,168.0500030517578,216.6699981689453
2021-11-08,169.05999755859375,220.49000549316406
2021-11-09,167.77999877929688,213.38999938964844
2021-11-10,167.6199951171875,215.55999755859375
2021-11-11,167.61000061035156,210.4199981689453
2021-11-12,166.86000061035156,212.08999633789062
2021-11-15,166.55999755859375,212.3000030517578
2021-11-16,165.36000061035156,215.17999267578125
2021-11-17,164.47000122070312,205.05999755859375
2021-11-18,163.0500030517578,203.3300018310547
2021-11-19,160.9199981689453,200.86000061035156
2021-11-22,164.35000610351562,195.5800018310547
2021-11-23,168.27999877929688,198.49000549316406
2021-11-24,166.9600067138672,203.25
2021-11-26,161.92999267578125,197.64999389648438
2021-11-29,161.22999572753906,196.2899932861328
2021-11-30,158.8300018310547,193.77000427246094
2021-12-01,157.88999938964844,190.16000366210938
2021-12-02,161.2100067138672,198.2899932861328
2021-12-03,158.2899932861328,196.32000732421875
2021-12-06,160.16000366210938,202.67999267578125
2021-12-07,162.57000732421875,207.3699951171875
2021-12-08,160.7100067138672,208.99000549316406
2021-12-09,160.4600067138672,211.38999938964844
2021-12-10,159.82000732421875,213.39999389648438
2021-12-13,157.9199981689453,211.02000427246094
2021-12-14,159.1300048828125,209.97999572753906
2021-12-15,157.94000244140625,212.30999755859375
2021-12-16,160.41000366210938,214.3699951171875
2021-12-17,156.75999450683594,211.8800048828125
2021-12-20,153.94000244140625,208.74000549316406
2021-12-21,156.08999633789062,215.3800048828125
2021-12-22,156.6999969482422,217.9600067138672
2021-12-23,157.25999450683594,216.6199951171875
2021-12-27,158.16000366210938,217.6300048828125
2021-12-28,158.63999938964844,218.0500030517578
2021-12-29,158.55999755859375,218.1699981689453
2021-12-30,158.47999572753906,217.8699951171875
2021-12-31,158.35000610351562,216.7100067138672
2022-01-03,161.6999969482422,221.42999267578125
2022-01-04,167.8300018310547,222.4600067138672
2022-01-05,163.77999877929688,220.0
2022-01-06,165.52000427246094,219.75
2022-01-07,167.16000366210938,216.9600067138672
2022-01-10,167.32000732421875,211.97000122070312
2022-01-11,167.49000549316406,214.3800048828125
2022-01-12,168.44000244140625,215.7100067138672
2022-01-13,168.22999572753906,215.0
2022-01-14,157.88999938964844,214.6699981689453
2022-01-18,151.27000427246094,215.7100067138672
2022-01-19,148.92999267578125,214.67999267578125
2022-01-20,147.66000366210938,214.35000610351562
2022-01-21,145.0800018310547,205.92999267578125
2022-01-24,144.9499969482422,201.85000610351562
2022-01-25,146.52999877929688,202.0
2022-01-26,147.9199981689453,205.8699951171875
2022-01-27,145.30999755859375,206.14999389648438
2022-01-28,146.61000061035156,228.0
2022-01-31,148.60000610351562,226.1699981689453
2022-02-01,151.14999389648438,232.36000061035156
2022-02-02,149.94000244140625,235.4199981689453
2022-02-03,148.6999969482422,231.5399932861328
2022-02-04,152.55999755859375,228.38999938964844
2022-02-07,153.07000732421875,227.16000366210938
2022-02-08,155.9499969482422,227.94000244140625
2022-02-09,156.60000610351562,230.8699951171875
2022-02-10,155.9499969482422,225.58999633789062
2022-02-11,153.9199981689453,224.69000244140625
2022-02-14,152.49000549316406,225.33999633789062
2022-02-15,154.72000122070312,227.82000732421875
2022-02-16,155.0,228.82000732421875
2022-02-17,151.42999267578125,224.61000061035156
2022-02-18,152.13999938964844,222.69000244140625
2022-02-22,151.8699951171875,221.32000732421875
2022-02-23,148.69000244140625,215.9499969482422
2022-02-24,144.5500030517578,217.3000030517578
2022-02-25,147.97000122070312,219.27000427246094
2022-02-28,141.8000030517578,216.1199951171875
2022-03-01,136.4499969482422,208.97000122070312
2022-03-02,139.27999877929688,208.47999572753906
2022-03-03,138.2899932861328,207.22999572753906
2022-03-04,134.39999389648438,200.2899932861328
2022-03-07,129.2100067138672,190.6999969482422
2022-03-08,128.3000030517578,191.7100067138672
2022-03-09,133.44000244140625,199.75999450683594
2022-03-10,131.86000061035156,197.97000122070312
2022-03-11,128.88999938964844,196.7100067138672
2022-03-14,130.1699981689453,200.3300018310547
2022-03-15,132.47999572753906,206.13999938964844
2022-03-16,138.39999389648438,211.8699951171875
2022-03-17,140.14999389648438,213.4499969482422
2022-03-18,140.10000610351562,219.11000061035156
2022-03-21,139.64999389648438,217.0399932861328
2022-03-22,142.6199951171875,218.47000122070312
2022-03-23,139.77999877929688,214.67999267578125
2022-03-24,140.69000244140625,217.30999755859375
2022-03-25,141.9199981689453,218.42999267578125
2022-03-28,140.8699951171875,220.77000427246094
2022-03-29,141.17999267578125,228.1199951171875
2022-03-30,140.5399932861328,223.9499969482422
2022-03-31,136.32000732421875,221.77000427246094
2022-04-01,135.30999755859375,226.36000061035156
2022-04-04,135.91000366210938,227.74000549316406
2022-04-05,133.33999633789062,226.08999633789062
2022-04-06,131.49000549316406,219.00999450683594
2022-04-07,131.08999633789062,216.14999389648438
2022-04-08,133.49000549316406,216.97999572753906
2022-04-11,133.0,214.75
2022-04-12,131.5399932861328,211.39999389648438
2022-04-13,127.30000305175781,213.27000427246094
2022-04-14,126.12000274658203,212.7899932861328
2022-04-18,128.4600067138672,213.1699981689453
2022-04-19,131.1199951171875,215.6999969482422
2022-04-20,131.5800018310547,217.7899932861328
2022-04-21,130.55999755859375,216.4499969482422
2022-04-22,126.80999755859375,208.1699981689453
2022-04-25,126.7699966430664,209.9499969482422
2022-04-26,123.0199966430664,201.10000610351562
2022-04-27,121.41999816894531,214.11000061035156
2022-04-28,123.33999633789062,220.66000366210938
2022-04-29,119.36000061035156,213.1300048828125
2022-05-02,120.44999694824219,211.52999877929688
2022-05-03,123.02999877929688,208.55999755859375
2022-05-04,127.0999984741211,214.52000427246094
2022-05-05,123.91999816894531,205.24000549316406
2022-05-06,123.72000122070312,202.82000732421875
2022-05-09,121.86000061035156,193.0
2022-05-10,118.88999938964844,193.5800018310547
2022-05-11,118.13999938964844,196.72000122070312
2022-05-12,118.04000091552734,193.97000122070312
2022-05-13,119.08999633789062,199.22999572753906
2022-05-16,118.26000213623047,197.80999755859375
2022-05-17,122.18000030517578,204.0
2022-05-18,120.08999633789062,199.99000549316406
2022-05-19,118.30999755859375,197.3699951171875
2022-05-20,117.33999633789062,199.02999877929688
2022-05-23,124.5999984741211,207.55999755859375
2022-05-24,126.36000061035156,202.6300048828125
2022-05-25,127.23999786376953,203.83999633789062
2022-05-26,129.44000244140625,208.5500030517578
2022-05-27,131.27000427246094,212.8800048828125
2022-05-31,132.22999572753906,212.1699981689453
2022-06-01,129.91000366210938,209.92999267578125
2022-06-02,132.0,215.0500030517578
2022-06-03,130.16000366210938,212.64999389648438
2022-06-06,129.72999572753906,212.94000244140625
2022-06-07,130.07000732421875,214.5
2022-06-08,128.0,213.5
2022-06-09,125.30999755859375,206.11000061035156
2022-06-10,119.55000305175781,199.50999450683594
2022-06-13,115.98999786376953,192.25999450683594
2022-06-14,114.05999755859375,193.52000427246094
2022-06-15,115.41000366210938,196.16000366210938
